"id","count_by_category_id"
"16615","5579212"
"13430","4649620"
"13750","4742866"
"13576","4694982"
"14047","4829242"
"14569","4982179"
"14633","5004434"
"15980","5415260"
"16081","5448562"
"15791","5351769"
"13668","4719826"
"15338","5235935"
"15989","5416652"
"15328","5232524"
"14289","4899943"
"12976","4522630"
"15405","5256353"
"13449","4653945"
"15680","5322320"
"12789","4472462"
"13621","4707682"
"15512","5290216"
"16648","5594445"
"14766","5046801"
"13279","4610639"
"14525","4968831"
"15863","5370460"
"14969","5107223"
"14169","4862217"
"13329","4619872"
"12680","4438244"
"16345","5530775"
"14461","4947361"
"16689","5609974"
"16579","5568013"
"13108","4565645"
"15212","5188499"
"12127","4255182"
"12418","4352237"
"16215","5491288"
"14875","5080530"
"15414","5258768"
"13652","4714499"
"12161","4263026"
"15265","5214419"
"12186","4273715"
"14509","4965704"
"13475","4662471"
"16205","5487102"
"13504","4670989"
"15801","5354863"
"15141","5170197"
"12361","4328935"
"15714","5331054"
"15738","5337645"
"13014","4535204"
"13107","4565630"
"15289","5222039"
"16274","5508863"
"12081","4243278"
"16190","5483542"
"15116","5162434"
"13508","4673180"
"16606","5577865"
"13034","4539589"
"12836","4484355"
"13450","4653977"
"14771","5047832"
"15867","5371301"
"12823","4480718"
"13781","4752833"
"15324","5231622"
"13680","4722827"
"16665","5599559"
"12876","4496295"
"16587","5570240"
"14046","4829212"
"12554","4392698"
"14608","4997691"
"14952","5100855"
"14655","5019559"
"12422","4354157"
"13391","4634728"
"16557","5560493"
"15479","5278382"
"12738","4454547"
"15098","5157008"
"12676","4431871"
"13102","4563268"
"16582","5569111"
"12515","4381183"
"13241","4600254"
"13427","4648301"
"15103","5157954"
"15165","5178252"
"13295","4613785"
"15371","5246109"
"14166","4860652"
"13089","4560820"
"13346","4625120"
"13342","4624697"
"13886","4781344"
"13433","4650339"
"14419","4935991"
"14346","4917989"
