"id","staff_type_id","group_id","sanctioned_strength","posts_reserved_for_pwd","count_by_category_id"
"527774","1","4","1","","5016020"
"544893","3","2","1","","5193830"
"553937","2","2","1","","5282625"
"552886","2","2","3","","5271252"
"549196","1","2","0","","5237795"
"483591","2","1","2","","4603639"
"517280","1","1","9","","4908263"
"547619","1","4","9","","5223359"
"581267","3","4","2","","5544790"
"504564","2","1","1","","4781178"
"545610","1","3","2","","5202303"
"554555","1","4","42","","5288533"
"560287","1","4","33","","5351070"
"535767","1","1","7","","5094014"
"544221","1","4","4","","5187067"
"549955","2","1","1","","5244710"
"555149","1","1","9","","5294585"
"566613","1","3","6","","5415255"
"533706","1","1","1","","5074782"
"585690","2","2","1","","5589286"
"477239","2","2","756","","4545628"
"541443","1","4","12","","5158131"
"461203","1","4","1","","4410663"
"480603","1","4","4","","4578036"
"518382","3","1","1","","4918915"
"442661","1","4","3","","4264766"
"532050","1","2","6","","5057876"
"587514","2","2","5","","5606354"
"483622","1","3","4","","4603986"
"503592","1","4","21","","4772684"
"519247","2","3","4","","4927088"
"560258","1","1","6","","5350817"
"580774","1","4","30","","5538695"
"523143","1","2","7","","4965254"
"521820","1","4","3","","4953571"
"550112","1","1","3","","5246114"
"460802","1","4","8","","4407410"
"583419","1","2","2","","5566291"
"486916","1","4","3","","4630089"
"546139","1","3","6","","5208047"
"574020","1","3","2","","5478011"
"479703","2","1","4","","4569417"
"587180","1","3","17","","5603281"
"563482","3","2","0","","5380911"
"517816","1","1","12","","4913539"
"571763","2","4","2","","5457016"
"453732","1","1","15","","4353265"
"574590","4","3","1","","5482780"
"565617","1","4","2","","5406338"
"482790","1","4","8","","4597337"
"548774","1","3","0","","5233782"
"448171","2","1","1","","4310762"
"484173","1","4","20","","4608313"
"503691","2","2","1","","4773508"
"475658","1","3","7","","4530907"
"454017","1","4","12","","4355617"
"441040","2","3","1","","4250882"
"512267","2","2","2","","4857158"
"566433","2","4","8","","5413581"
"556594","1","1","35","","5310966"
"524511","1","1","2","","4978997"
"581381","1","3","5","","5546075"
"447482","1","3","5","","4305755"
"544813","4","4","6","","5193110"
"454607","2","3","2","","4360028"
"534344","2","3","1","","5080830"
"442385","1","3","3","","4262356"
"469082","1","3","23","","4473043"
"516213","2","4","2","","4898372"
"518096","1","3","5","","4916476"
"484225","1","2","5","","4608665"
"515555","4","4","70","","4891540"
"508100","1","4","3","","4816746"
"529168","1","4","5","","5030980"
"457135","1","3","2","","4378712"
"525513","1","2","10","","4988461"
"541294","1","1","1","","5156081"
"563315","2","3","1","","5379758"
"451034","2","3","2","","4333539"
"582169","1","3","2","","5554197"
"440436","1","4","1","","4245141"
"450817","1","4","43","","4331528"
"552676","1","4","12","","5269276"
"524503","1","4","4","","4978921"
"471687","1","3","102","","4494149"
"477192","4","1","1","","4545152"
"532785","2","2","1","","5065183"
"522966","3","2","1","","4963842"
"462725","1","3","3","","4423405"
"563470","3","3","1","","5380824"
"488505","2","1","2","","4644667"
"544510","2","4","4","","5189409"
"497015","1","3","16","","4713713"
"538195","1","3","17","","5118355"
"544640","3","1","1","","5191283"
"549337","3","4","1","","5239156"
"458040","3","2","0","","4385496"
"519069","4","4","3","","4925196"
"546419","1","3","0","","5210834"
"564772","1","1","2","","5392747"
"576482","1","4","8","","5500739"
"444842","2","3","1","","4283532"
"536919","1","3","0","","5105463"
"474264","1","3","9","","4517943"
"484940","3","2","1","","4614476"
"525696","1","2","14","","4990096"
"482095","1","4","18","","4591957"
"489487","1","4","8","","4652681"
"493162","2","3","3","","4682939"
"539502","1","3","3","","5133361"
"547258","1","1","1","","5219245"
"452413","1","3","9","","4343533"
"528921","2","4","1","","5028098"
"534742","4","3","67","","5084350"
"536164","4","4","0","","5097447"
"559085","3","1","1","","5338806"
"534094","2","3","2","","5078414"
"542382","1","4","0","","5168828"
"582933","1","3","50","","5561894"
"478169","2","1","1","","4555328"
"475997","2","4","1","","4533726"
"550624","1","3","1","","5250894"
"478653","1","3","33","","4560060"
"574057","1","3","5","","5478388"
"446832","2","2","1","","4300811"
"485852","2","1","1","","4621591"
"543038","2","3","1","","5176066"
"465592","1","1","18","","4444595"
"477880","1","4","10","","4552770"
"526391","1","2","5","","4999811"
"543523","1","2","6","","5180648"
"449083","1","3","2","","4317899"
"553212","1","4","3","","5274537"
"521467","1","4","5","","4949213"
"479440","2","3","1","","4567251"
"582944","3","3","1","","5561941"
"460660","2","2","1","","4406472"
"529856","1","1","19","","5037853"
"507774","2","2","4","","4813520"
"577299","1","3","22","","5507886"
"526144","1","3","80","","4996187"
"577538","1","3","0","","5509824"
"530766","2","1","1","","5046458"
"562234","1","4","4","","5369348"
"575780","2","3","1","","5493855"
"581874","1","1","3","","5550806"
"468384","3","1","1","","4467412"
"555792","3","3","2","","5301701"
"498664","3","2","60","","4727387"
"463931","3","1","1","","4432568"
"503146","1","2","1","","4768807"
"544199","1","3","2","","5186841"
"562269","1","1","1","","5369771"
"447034","2","2","1","","4302322"
"525931","1","3","427","","4992476"
"444956","1","3","4","","4284532"
"576684","1","3","28","","5502351"
"580577","2","1","1","","5536985"
"588905","1","2","1","","5629081"
"463393","2","2","1","","4428702"
"514315","3","1","1","","4878390"
"515665","1","4","2","","4892662"
"544016","2","1","10","","5185064"
"447428","2","4","2","","4305345"
"458090","2","1","1","","4386119"
"554113","2","3","1","","5284087"
"499253","1","3","60","","4732849"
"524394","3","2","1","","4977572"
"522628","1","3","5","","4960692"
"541877","1","1","2","","5164163"
"474964","1","3","6","","4524642"
"531453","1","1","4","","5052897"
"563401","2","1","1","","5380343"
"440102","3","1","1","","4242309"
"456485","1","3","2","","4374366"
"467805","1","3","104","","4462251"
"506167","1","4","6","","4797747"
"536849","3","3","1","","5104834"
"542106","1","1","3","","5165991"
"541179","1","2","3","","5154742"
"492916","1","1","2","","4681113"
"451189","1","4","4","","4334640"
"462088","2","1","1","","4418519"
"454104","2","3","4","","4356260"
"460416","2","2","2","","4404781"
"479300","1","4","4","","4566120"
"512938","1","1","17","","4865748"
"445472","1","3","3","","4288844"
"461425","2","3","1","","4412460"
"444469","3","1","1","","4280452"
"490185","1","1","5","","4658469"
"574657","4","3","1","","5483495"
"497537","2","2","1","","4718042"
"465796","4","4","1","","4446309"
"581714","2","1","1","","5549069"
"525219","3","2","1","","4985635"
"477399","1","3","2","","4547439"
"478528","1","1","1","","4558865"
"554474","2","4","1","","5287594"
"562878","1","3","85","","5375147"
"531980","2","3","2","","5057230"
"572957","1","4","0","","5468306"
"547014","1","3","4","","5216954"
"469281","3","1","1","","4474367"
"481774","2","3","2","","4589143"
"581299","1","2","4","","5545293"
"477372","2","2","2","","4546963"
"582750","3","1","1","","5560551"
"546796","1","4","3","","5214427"
"524789","1","3","10","","4981636"
"523773","3","3","1","","4971544"
"538605","1","3","4","","5122631"
"558827","2","1","3","","5336230"
"510548","1","4","23","","4839545"
"531056","1","3","16","","5048820"
"482674","1","1","3","","4596325"
"496894","2","2","1","","4712598"
"559188","1","3","7","","5339950"
"469768","1","2","1","","4478854"
"566257","3","2","1","","5411998"
"545579","2","2","1","","5202117"
"545250","1","2","0","","5198466"
"441941","1","1","6","","4258080"
"461549","1","3","98","","4413495"
"578116","4","3","6","","5515223"
"463529","1","4","2","","4429628"
"465531","1","4","1","","4444144"
"484887","3","3","1","","4614000"
"456414","1","2","10","","4373847"
"584078","1","4","100","","5572659"
"511584","3","1","1","","4849945"
"460081","4","1","3","","4402026"
"451098","2","4","5","","4333988"
"465255","2","1","1","","4442280"
"501800","1","1","6","","4755995"
"528523","4","3","1","","5024116"
"537136","2","2","2","","5107658"
"576021","1","4","5","","5496031"
"551893","2","3","1","","5261220"
"458030","2","3","1","","4385435"
"462225","1","4","10","","4419440"
"541084","1","4","39","","5153585"
"483705","1","4","1","","4604590"
"518385","1","3","225","","4918948"
"566201","2","1","100","","5411378"
"494475","1","2","2","","4692874"
"468914","1","1","2","","4471748"
"502110","3","1","1","","4758782"
"554635","2","1","1","","5289622"
"507497","3","1","1","","4809738"
"485421","1","2","2","","4618343"
"524639","2","4","1","","4980330"
"526048","2","3","1","","4994717"
"496352","1","3","3","","4708076"
"537838","2","1","3","","5114743"
"577778","1","1","3","","5512280"
"454321","1","1","2","","4357818"
"459894","1","4","0","","4400780"
"490728","1","2","11","","4662917"
"536774","2","3","2","","5103708"
"439850","2","3","1","","4240712"
"451419","1","2","1","","4336453"
"520009","1","1","3","","4934842"
"554703","2","2","12","","5290501"
"534729","2","1","1","","5084266"
"512036","4","4","4","","4853797"
"494081","2","2","2","","4689668"
"551986","1","4","4","","5262147"
"484606","4","4","0","","4611528"
"543406","1","1","2","","5179540"
"558540","1","4","8","","5333157"
"572535","3","2","2","","5464963"
"534977","2","4","1","","5086472"
"495448","1","4","8","","4700986"
"555702","2","3","88","","5300920"
"520287","1","3","10","","4937281"
"484390","2","2","1","","4610108"
"504885","1","4","29","","4783897"
"523726","3","1","1","","4971165"
"578962","1","3","12","","5522906"
"466491","2","2","1","","4451746"
"505816","2","2","1","","4794063"
"446430","2","3","1","","4297375"
"447924","1","3","8","","4309335"
"483643","1","3","1","","4604223"
"492251","1","3","2","","4675563"
"532894","1","1","19","","5066352"
"534811","1","1","50","","5084934"
"560801","1","2","30","","5356474"
"584333","2","1","1","","5575770"
"486325","1","3","7","","4625851"
"514046","1","1","22","","4876223"
"541077","1","1","13","","5153523"
"465528","2","2","1","","4444141"
"508276","2","2","2","","4817940"
"573121","4","1","4","","5469950"
"585574","2","1","1","","5588161"
"526092","1","4","1","","4995359"
"562429","2","3","0","","5371044"
"530280","1","3","11","","5042104"
"500896","2","1","1","","4747761"
"449350","1","1","1","","4319813"
"547639","2","2","1","","5223459"
"497154","1","4","4","","4714816"
"577077","1","2","9","","5505791"
"553823","1","3","2","","5281724"
"531291","3","1","1","","5050926"
"549392","1","1","5","","5239724"
"541394","1","2","17","","5157178"
"578637","1","1","6","","5519948"
"446569","1","1","3","","4298498"
"513763","1","2","0","","4873718"
"586114","1","3","1","","5593077"
"476733","1","3","4","","4541003"
"519245","1","3","0","","4927005"
"506191","1","1","11","","4798035"
"545348","2","1","1","","5199589"
"578694","2","2","2","","5520561"
"565501","1","4","3","","5405437"
"527485","2","1","1","","5011805"
"516137","1","3","4","","4897740"
"587218","2","1","1","","5603783"
"474777","1","3","2","","4522348"
"581638","1","2","1","","5548364"
"482574","1","2","1","","4595509"
"481973","3","2","1","","4590960"
"486414","1","2","4","","4626514"
"461234","1","4","15","","4410946"
"441800","1","1","0","","4256824"
"549923","1","1","1","","5244536"
"566154","1","3","3","","5411076"
"521000","2","1","1","","4944639"
"529201","1","4","9","","5031213"
"479547","1","2","1","","4568142"
"565836","3","3","74","","5408759"
"489629","4","4","5","","4653738"
"503063","3","1","1","","4767988"
"552735","2","3","1","","5269835"
"587901","1","4","3","","5610088"
"547621","2","3","0","","5223361"
"445509","1","1","10","","4289110"
"453887","2","4","1","","4354736"
"460035","1","2","3","","4401737"
"497590","1","4","0","","4718360"
"470537","1","4","5","","4485126"
"534231","2","2","5","","5079975"
"448549","1","1","2","","4313899"
"531165","1","4","7","","5049878"
"531709","1","2","5","","5055057"
"562910","1","2","0","","5375408"
"477224","1","3","2","","4545501"
"479273","2","1","3","","4565966"
"579429","1","2","8","","5527556"
"477266","1","3","8","","4545961"
"465548","1","4","3","","4444233"
"548172","1","1","25","","5228586"
"449744","2","1","1","","4322964"
"456784","1","3","5","","4376321"
"476414","1","3","0","","4538036"
"463694","1","1","2","","4430765"
"558664","1","1","3","","5334457"
"552125","4","1","0","","5264091"
"481212","1","3","4","","4584323"
"451501","1","3","4","","4337037"
"466211","1","3","3","","4449524"
"503036","1","4","4","","4767731"
"441815","1","4","5","","4256952"
"451569","4","4","0","","4337574"
"582544","2","1","2","","5558147"
"587064","1","2","10","","5601919"
"445313","2","2","1","","4287432"
"461754","2","2","1","","4415413"
"564696","1","3","4","","5391978"
"531088","1","2","65","","5049125"
"454472","1","3","3","","4358909"
"528359","3","1","0","","5022903"
"584888","2","1","1","","5580993"
"448589","4","4","7","","4314147"
"443666","1","2","6","","4273745"
"527358","1","4","2","","5010677"
"564946","1","2","5","","5393894"
"449782","1","3","32","","4323271"
"450804","4","3","6","","4331388"
"575008","3","1","1","","5486866"
"440264","1","1","1","","4243869"
"475411","3","2","1","","4528678"
"571379","1","2","1","","5453759"
"551761","1","3","7","","5259798"
"538887","2","2","1","","5125917"
"470479","2","4","29","","4484565"
"501518","1","1","2","","4753692"
"549811","3","3","5","","5243274"
"492605","2","3","6","","4678510"
"548858","2","2","2","","5234821"
"522721","1","1","1","","4961464"
"503737","3","3","1","","4773805"
"472958","1","4","8","","4507215"
"481556","1","1","8","","4587516"
"498690","3","2","1","","4727906"
"480334","1","2","7","","4575037"
"552177","1","3","13","","5264767"
"547311","1","4","4","","5219719"
"546929","1","2","9","","5215818"
"461741","2","3","2","","4415361"
"556476","4","3","5","","5309861"
"560169","1","3","0","","5349903"
"485075","3","2","1","","4615487"
"559557","3","3","1","","5344074"
"570834","1","3","20","","5449213"
"466082","2","1","0","","4448476"
"522887","1","3","11","","4963062"
"523692","1","1","6","","4970931"
"545747","1","4","3","","5203678"
"485299","2","3","1","","4617538"
"449793","1","3","4","","4323406"
"588593","1","3","11","","5625390"
"504240","1","4","4","","4777820"
"485599","1","4","13","","4619791"
"543508","4","3","4","","5180545"
"553250","1","4","3","","5274849"
"581889","1","1","1","","5550943"
"489298","1","4","29","","4651122"
"588346","1","1","6","","5621038"
"479764","3","2","1","","4569764"
"580641","1","1","10","","5537561"
"485826","1","3","0","","4621435"
"586218","1","2","0","","5593980"
"496273","1","2","36","","4707436"
"523856","1","1","1","","4972181"
"538174","2","3","4","","5118233"
"460152","4","3","9","","4402478"
"524086","2","3","4","","4974078"
"551752","2","3","1","","5259746"
"461476","1","4","69","","4412776"
"514207","2","1","0","","4877506"
"523784","4","4","2","","4971609"
"536748","2","3","3","","5103492"
"562268","1","4","2","","5369753"
"484030","1","4","5","","4607096"
"493299","1","4","5","","4683872"
"501260","3","3","1","","4751656"
"531445","3","2","1","","5052850"
"536953","1","3","19","","5105886"
"548795","1","1","5","","5233977"
"580678","1","4","31","","5537925"
"501062","1","2","2","","4750002"
"464550","2","3","1","","4437209"
"458925","2","4","4","","4393005"
"571353","4","4","2","","5453613"
"482503","1","3","5","","4595026"
"499218","4","3","1632","","4732641"
"570959","2","4","1","","5450345"
"556390","3","1","6","","5308762"
"449133","2","2","1","","4318187"
"540541","1","2","2","","5147122"
"505862","1","2","2","","4794937"
"448157","1","3","5","","4310666"
"462353","2","1","1","","4420598"
"494170","2","3","3","","4690442"
"538372","1","4","3","","5120049"
"581401","1","1","53","","5546307"
"488299","1","2","1","","4642856"
"474321","2","3","1","","4518492"
"555356","1","3","6","","5297280"
"577720","2","3","1","","5511755"
"440257","3","2","1","","4243835"
"484322","3","1","1","","4609512"
"518763","1","3","31","","4922480"
"560892","1","4","2","","5357251"
"474953","1","2","16","","4524500"
"492821","3","1","2","","4680588"
"536986","3","1","4","","5106305"
"554141","1","3","4","","5284303"
"508830","2","2","2","","4822927"
"442732","3","1","1","","4265301"
"496104","4","3","2","","4706174"
"561391","1","2","6","","5362004"
"465509","2","1","2","","4444076"
"506643","1","3","3","","4802741"
"516679","3","3","1","","4902836"
"551771","2","1","0","","5259870"
"530167","1","3","6","","5040746"
"526620","3","1","4","","5002449"
"520524","2","1","2","","4940290"
"579440","1","3","4","","5527611"
"461180","2","2","1","","4410336"
"492115","4","4","16","","4674333"
"530778","2","3","1","","5046527"
"473567","1","4","2","","4511882"
"542691","4","3","0","","5171968"
"469979","1","1","5","","4480553"
"458131","1","3","3","","4386317"
"586905","2","2","1","","5600514"
"457325","1","1","1","","4379816"
"445133","2","2","3","","4285907"
"475266","2","2","2","","4527277"
"572629","4","3","1","","5465880"
"476197","1","2","1","","4536172"
"536160","1","3","8","","5097420"
"584113","1","1","1","","5572970"
"477990","2","3","4","","4553578"
"523111","3","2","1","","4965090"
"557377","1","3","40","","5320068"
"572978","1","4","4","","5468444"
"500979","2","4","1","","4749419"
"564995","3","1","1","","5400524"
"455511","2","2","1","","4366723"
"581835","1","3","7","","5550228"
"499955","1","3","1","","4738743"
"561744","3","1","1","","5365117"
"457464","2","2","0","","4380985"
"488522","1","4","89","","4644898"
"582424","1","2","3","","5557202"
"545253","1","1","4","","5198524"
"511328","2","4","0","","4847478"
"499941","1","3","1","","4738616"
"556378","4","2","3","","5308594"
"543785","1","1","6","","5183115"
"525484","4","4","5","","4988068"
"479199","3","3","1","","4565329"
"538506","1","1","460","","5121405"
"514519","1","2","1","","4880470"
"505941","1","3","2","","4795836"
"560214","2","1","1","","5350460"
"546295","4","3","18","","5209517"
"534357","2","3","2","","5080909"
"561862","1","3","3","","5366126"
"548539","1","1","10","","5231971"
"581495","2","1","1","","5547038"
"464463","1","4","0","","4436471"
"555108","1","3","44","","5293972"
"563306","3","2","1","","5379710"
"490899","1","3","10","","4664140"
"585300","1","3","5","","5585063"
"586600","2","3","0","","5597571"
"541942","2","1","1","","5164654"
"554105","3","3","1","","5284023"
"529465","3","1","1","","5033927"
"582483","1","3","0","","5557766"
"456321","1","4","10","","4373195"
"569478","1","4","4","","5438764"
"462848","3","1","1","","4424320"
"493566","1","4","3","","4685835"
"587338","1","1","8","","5604975"
"503482","1","2","5","","4771863"
"531222","3","1","1","","5050483"
"545974","1","3","4","","5206205"
"576938","1","3","2","","5504714"
"553770","1","3","2","","5280946"
"461914","2","3","2","","4416905"
"530177","2","2","1","","5040832"
"567527","4","3","4","","5422960"
"553484","1","2","144","","5277357"
"467815","1","4","28","","4462400"
"451568","1","4","27","","4337573"
"482286","2","1","1","","4593399"
"526343","2","2","2","","4999393"
"526142","1","2","3","","4996185"
"500053","1","2","5","","4739766"
"574941","1","4","2","","5486165"
"571194","1","2","1","","5451759"
"574034","2","1","1","","5478203"
"560152","1","2","5","","5349810"
"487758","2","1","2","","4637228"
"534369","1","3","0","","5080994"
"529895","1","3","1","","5038131"
"444741","1","1","1","","4282617"
"487158","1","4","8","","4631805"
"508694","1","3","10","","4821512"
"545491","3","1","0","","5201039"
"526820","1","3","3","","5004306"
"579158","1","3","4","","5525199"
"554700","2","4","2","","5290397"
"563921","1","3","10","","5384367"
"452559","2","4","2","","4344464"
"498687","2","2","68","","4727687"
"579501","1","1","1","","5528075"
"525253","2","4","1","","4985934"
"563507","3","2","3","","5381047"
"498164","1","4","5","","4723122"
"496985","3","2","1","","4713503"
"475566","1","4","93","","4530118"
"556646","2","3","1","","5311794"
"493609","4","2","62","","4686095"
"441303","1","3","1","","4253253"
"585316","2","2","2","","5585255"
"450343","2","3","1","","4327715"
"561171","1","1","1","","5360108"
"548158","3","2","1","","5228572"
"507114","1","2","1","","4806442"
"455091","1","3","24","","4363734"
"458694","1","4","28","","4391339"
"467634","1","4","14","","4460906"
"552883","2","3","1","","5271232"
"506370","1","4","14","","4800484"
"520164","1","2","4","","4936229"
"492842","1","3","5","","4680695"
"570932","1","3","15","","5450109"
"454986","1","4","5","","4362753"
"478118","1","3","3","","4555043"
"586435","1","4","9","","5595975"
"584331","4","3","28","","5575688"
"440797","3","1","1","","4248909"
"575703","1","1","50","","5493448"
"525293","4","4","4","","4986356"
"449717","1","3","14","","4322674"
"440781","1","1","2","","4248527"
"488079","2","3","3","","4640268"
"517803","3","3","0","","4913206"
"552061","2","1","4","","5263191"
"582503","2","4","7","","5557828"
"573767","1","2","1","","5476036"
"479442","1","3","0","","4567258"
"573019","1","2","1","","5468889"
"541890","1","1","5","","5164247"
"550034","2","2","1","","5245572"
"510018","2","3","8","","4834375"
"540965","1","3","238","","5152411"
"477097","1","3","2","","4544350"
"492043","1","4","29","","4673873"
"465813","1","2","2","","4446480"
"558340","2","3","3","","5329487"
"520359","1","3","32","","4937926"
"489369","2","3","2","","4651726"
"581743","1","3","195","","5549280"
"489792","1","1","1","","4654982"
"507680","1","4","133","","4811504"
"444953","1","3","69","","4284460"
"580817","1","3","6","","5539138"
"582228","1","4","27","","5554813"
"482243","1","2","10","","4593178"
"585807","1","1","1","","5590598"
"515505","4","3","3","","4891172"
"561065","3","3","1","","5359130"
"463320","2","3","3","","4428218"
"549487","2","1","1","","5240457"
"564280","1","1","36","","5388070"
"445887","1","3","3","","4293004"
"480849","1","3","5","","4580599"
"563452","1","3","8","","5380658"
"470331","2","2","1","","4483303"
"579246","2","1","2","","5525857"
"549866","2","3","1","","5243984"
"521925","1","4","12","","4954450"
"535536","2","3","1","","5091343"
"462618","1","2","1","","4422699"
"566856","1","1","4","","5417536"
"568721","2","2","1","","5432508"
"578401","2","3","1","","5517289"
"471316","1","3","3","","4491252"
"581225","1","4","4","","5544173"
"557273","1","3","4","","5318919"
"477427","1","4","2","","4548659"
"497203","2","2","1","","4715149"
"529395","3","1","1","","5033235"
"473208","2","3","1","","4509108"
"501338","1","1","5","","4752285"
"481363","2","1","1","","4585891"
"459969","1","3","18","","4401345"
"539833","4","3","2","","5139929"
"498196","2","3","1","","4723323"
"559883","1","3","14","","5347604"
"580205","1","2","7","","5533918"
"483024","1","2","1","","4599282"
"519348","2","3","1","","4928329"
"544579","3","1","1","","5190597"
"550895","2","2","0","","5253053"
"539074","1","4","59","","5127964"
"576904","2","4","1","","5504191"
"487892","1","2","10","","4638499"
"458896","1","4","2","","4392833"
"472796","1","2","1","","4505681"
"486881","2","3","1","","4629913"
"585122","2","3","2","","5583068"
"530896","3","2","1","","5047410"
"450258","2","1","1","","4326832"
"477956","1","2","20","","4553418"
"467332","2","3","2","","4458502"
"467339","1","3","3","","4458565"
"569102","3","1","2","","5435449"
"490756","1","2","6","","4663136"
"526143","3","1","1","","4996186"
"472468","1","3","6","","4503040"
"515404","1","4","6","","4890120"
"587188","1","4","1","","5603389"
"472913","1","2","35","","4506719"
"583480","1","3","10","","5566682"
"469169","1","2","5","","4473622"
"466384","1","2","2","","4450777"
"496924","1","4","35","","4712892"
"506830","3","1","1","","4803995"
"477967","1","2","6","","4553472"
"484937","2","1","1","","4614473"
"561897","2","1","1","","5366471"
"486572","1","3","8","","4627766"
"573579","1","2","10","","5474148"
"582627","2","3","1","","5558991"
"516517","2","3","1","","4901535"
"454944","1","3","3","","4362461"
"467073","1","2","8","","4456389"
"538184","2","1","1","","5118290"
"573459","1","4","2","","5473540"
"477347","1","3","3","","4546692"
"475558","2","1","1","","4530001"
"543088","1","4","4","","5176403"
"541138","2","3","2","","5154141"
"449059","2","1","1","","4317747"
"476878","2","3","2","","4542304"
"563133","1","4","5","","5377618"
"565774","2","1","1","","5408071"
"569062","1","2","17","","5435029"
"476373","3","2","1","","4537642"
"521287","1","4","5","","4947462"
"503408","2","2","0","","4771290"
"477190","2","2","1","","4545150"
"487774","1","3","3","","4637368"
"524190","3","2","1","","4975040"
"478425","2","1","3","","4557624"
"548162","2","2","3","","5228576"
"498604","2","4","5","","4726583"
"497112","2","2","1","","4714333"
"578742","2","3","1","","5521043"
"515766","1","2","74","","4893908"
"535235","3","3","1","","5088804"
"538611","1","3","198","","5122726"
"443733","1","4","11","","4274145"
"465826","1","4","6","","4446524"
"507508","2","1","1","","4809843"
"472531","2","3","1","","4503661"
"507528","1","3","2","","4809978"
"522942","1","1","2","","4963550"
"523790","1","3","6","","4971649"
"498538","2","4","1","","4726034"
"504494","1","4","5","","4780603"
"469144","1","3","11","","4473545"
"468318","1","4","24","","4466957"
"536199","1","4","9","","5097720"
"573503","1","3","5","","5473797"
"445173","2","3","3","","4286239"
"527397","4","3","9","","5011055"
"541002","3","1","2","","5152875"
"549082","1","4","2","","5236663"
"460043","1","3","15","","4401776"
"522263","2","3","1","","4957016"
"466972","1","3","3","","4455574"
"577408","2","1","100","","5508676"
"584366","1","3","6","","5576163"
"475065","1","3","4","","4525523"
"499024","3","4","1","","4731237"
"557369","1","2","10","","5319913"
"439869","2","1","3","","4240848"
"544746","2","2","4","","5192535"
"562902","2","1","1","","5375367"
"524104","2","2","6","","4974222"
"577319","3","3","1","","5508048"
"535832","1","4","27","","5094551"
"484529","3","2","1","","4611064"
"499073","2","2","1","","4731533"
"476916","4","3","1","","4542860"
"498879","3","2","1","","4729497"
"533360","2","3","2","","5071405"
"500947","1","2","1","","4748069"
"448090","1","4","4","","4310317"
"515036","1","3","0","","4886638"
"470701","1","3","9","","4486659"
"514651","1","4","4","","4881337"
"454984","3","2","1","","4362751"
"458884","3","2","1","","4392760"
"511348","1","1","2","","4847813"
"534061","1","1","2","","5078072"
"538833","1","2","1","","5125552"
"515684","4","4","0","","4892808"
"517346","1","4","26","","4908803"
"488183","1","4","4","","4641815"
"489269","1","3","8","","4650862"
"468480","1","2","3","","4468217"
"445358","1","1","0","","4288036"
"576187","1","3","5","","5497778"
"525485","1","3","17","","4988110"
"471028","2","2","6","","4489223"
"446825","1","3","10","","4300783"
"500165","3","3","1","","4740706"
"504766","3","2","1","","4782791"
"537218","3","1","1","","5108475"
"497265","1","3","5","","4715731"
"471190","1","2","2","","4490336"
"573949","1","3","10","","5477515"
"580258","1","3","4","","5534420"
"566591","1","1","17","","5415126"
"542393","1","4","2","","5168941"
"553130","1","1","3","","5273883"
"442823","1","3","5","","4266024"
"444947","2","1","1","","4284415"
"476429","2","1","1","","4538165"
"516965","4","4","10","","4905627"
"460627","1","3","3","","4406254"
"553643","1","3","3","","5279095"
"466534","2","2","2","","4452058"
"476467","3","3","1","","4538538"
"497163","2","1","1","","4714890"
"527512","4","4","1","","5012031"
"555301","2","1","1","","5297003"
"491786","1","2","2","","4671667"
"536996","1","3","6","","5106458"
"526858","4","4","4","","5004520"
"499613","1","1","2","","4735587"
"586496","2","3","1","","5596681"
"581139","3","4","1","","5543087"
"507506","1","3","15","","4809841"
"543140","1","4","4","","5176855"
"546746","2","2","1","","5214070"
"475530","1","2","720","","4529717"
"512511","1","3","2","","4859643"
"452510","2","2","1","","4344255"
"475743","1","1","3","","4531452"
"559416","1","1","4","","5342119"
"448274","2","2","1","","4311649"
"586396","2","2","4","","5595639"
"492149","2","2","1","","4674653"
"463935","1","4","12","","4432572"
"493917","1","3","8","","4688388"
"502758","2","1","1","","4764339"
"525506","1","3","4","","4988285"
"537415","1","2","14","","5110860"
"464696","1","4","28","","4438505"
"470018","1","2","24","","4480823"
"456425","1","3","0","","4373906"
"513493","1","3","7","","4871198"
"544287","1","1","0","","5187660"
"582961","3","1","1","","5562032"
"480027","1","2","8","","4572305"
"464471","2","4","0","","4436479"
"461457","1","3","1","","4412659"
"476470","1","3","10","","4538585"
"544103","1","3","2","","5185965"
"514843","1","1","1","","4883304"
"584090","4","1","21","","5572741"
"457355","2","1","1","","4380124"
"581301","2","1","2","","5545322"
"554402","1","1","18","","5286940"
"569536","1","3","5","","5439120"
"554760","2","1","1","","5290899"
"587579","1","3","2","","5606999"
"496944","1","3","0","","4713064"
"504493","1","3","4","","4780602"
"556828","2","3","1","","5313579"
"470410","2","2","1","","4483934"
"502280","1","3","3","","4759870"
"455975","1","3","6","","4370468"
"512374","1","2","4","","4858200"
"479578","4","4","3","","4568521"
"446886","1","4","0","","4301163"
"525680","2","4","1","","4989987"
"500720","2","2","1","","4746072"
"522705","1","4","15","","4961364"
"556253","1","1","0","","5307277"
"580651","2","3","2","","5537633"
"534015","3","2","2","","5077669"
"579674","1","2","1","","5529569"
"569959","2","1","1","","5442160"
"544005","1","3","1","","5184988"
"551156","1","3","3","","5255057"
"550484","4","4","1","","5250039"
"553669","4","4","1","","5280003"
"440365","1","4","5","","4244611"
"440431","4","3","1","","4245128"
"582757","2","2","1","","5560620"
"477439","1","4","12","","4548767"
"499477","1","4","19","","4734613"
"586280","2","3","7","","5594484"
"558253","3","3","1","","5328666"
"504862","1","4","0","","4783706"
