"id","country_id","programme_id","discipline","total","girls","broad_discipline_group_id","level_id"
"56399","2","185","Economics","2","0","109","8"
"56174","23","111","Biomedical genetics","1","0","107","3"
"56520","165","036","CSE","1","1","017","4"
"57218","247","176","English","2","2","031","4"
"60947","207","043","LAW","1","0","133","4"
"49799","244","036","Mechanical Engineering","4","0","023","4"
"58775","153","036","Informn Sci","6","2","185","4"
"59015","198","124","LINGUISTICS","2","1","047","3"
"59629","27","051","Fine Arts","1","1","028","4"
"54712","153","082","0","8","2","107","6"
"60279","153","108","Pharmacy","1","0","076","3"
"60320","247","006","Arts","10","1","178","4"
"54506","203","157","Philosophy","1","0","119","1"
"54962","102","043","Commerce","1","0","133","4"
"50326","103","133","Computer","2","0","017","3"
"57711","216","126","MBA Dual Specialisation","1","0","133","3"
"61617","2","111","Dairy Economics Statistics& Management","1","0","001","3"
"61108","216","046","BCA","1","0","183","4"
"58666","153","186","MBA","14","6","133","8"
"52009","124","012","B.Com","2","0","009","4"
"50995","202","036","ECE","2","0","020","4"
"54238","2","157","Physical Education","1","0","116","1"
"48824","2","188","Biotechnology","1","1","146","8"
"49051","2","050","CE","1","0","017","4"
"48184","160","027","Pharmacy","2","0","076","4"
"54591","193","093","Commerce","1","0","009","3"
"53579","19","030","Viscom","1","1","171","4"
"60525","133","031","NURSING","1","1","072","4"
"59118","202","111","Marine Biology & Oceanography","1","0","061","3"
"56456","102","157","Statistics","1","0","177","1"
"58687","103","124","Arts","1","0","109","3"
"52716","217","043","BBA","1","1","133","4"
"53869","206","036","Chemical","1","1","015","4"
"57955","151","087","Law","4","2","052","4"
"61470","160","124","M.A. (Psychology)","3","0","113","3"
"58075","30","030","PHYSICS","1","0","171","4"
"60158","153","036","B.Tech Computer Science & Engineering","2","1","017","4"
"48806","153","050","Electronics & Communication  Engineering","2","0","020","4"
"54529","153","111","Computer Science","1","0","107","3"
"48751","160","129","M.B.B.S.-Bachelor of Medicine  and  Bachelor of Surgery","1","1","068","4"
"52099","206","009","Architecture","1","1","014","4"
"60951","102","157","Biotechnology","3","2","101","1"
"54257","102","157","Geo-Technical Engineering","3","0","016","1"
"55053","230","036","COMPUTER SCIENCE AND ENGINEERING","10","4","017","4"
"56551","150","157","PALI","8","0","008","1"
"51507","228","027","Pharmacy","3","2","076","4"
"55289","103","111","Physics","8","0","104","3"
"56018","102","153","Social Work","1","1","117","3"
"48662","46","036","Computer Science Engineering","1","0","017","4"
"57503","40","129","Medical","1","1","068","4"
"60207","217","157","Theatre Arts","1","1","027","1"
"48746","153","012","Hons","5","2","009","4"
"56749","139","152","MS Oto Rhino Laryngology","1","0","148","3"
"57427","55","130","Computer Science","2","0","183","3"
"51872","153","005","BAMS","1","0","064","4"
"54198","153","043","B. B. A. + B. B.A. (H)","3","1","133","4"
"56567","150","124","ENGLISH","4","0","031","3"
"57244","153","046","BCA","4","0","183","4"
"52227","46","044","Under Graduate","1","0","055","4"
"50786","153","027","Pharmacy","7","0","076","4"
"51270","134","043","BBA, B.com,","2","0","133","4"
"56653","206","050","Electrical & Electronics","1","1","026","4"
"55503","153","176","Economics","1","0","109","4"
"60194","102","157","Translation Studies","2","0","054","1"
"61233","228","050","ECE","1","0","020","4"
"48792","133","050","Civil Engineering","1","1","016","4"
"51894","160","111","Computer Application","1","0","183","3"
"51839","132","036","EIE","1","0","026","4"
"53575","15","129","Medicine","2","2","068","4"
"52715","216","043","BBA","2","2","133","4"
"57137","153","012","Commerce","2","0","009","4"
"47972","153","070","Physiotherapy","1","0","164","4"
"58211","27","111","IT","3","0","185","3"
"57639","153","036","Civil Engineering","4","0","016","4"
"47144","203","082","Automobile","4","0","026","6"
"52007","124","036","B. Tech Computer Science & Engineering","4","0","017","4"
"48206","103","111","Computer Science","2","0","095","3"
"54854","217","157","Education","1","1","012","1"
"54961","230","043","Commerce","1","1","133","4"
"58659","55","186","MBA","1","0","133","8"
"54236","2","046","Computer Science and Applications","2","0","183","4"
"50960","104","039","Law","1","0","052","8"
"53898","230","036","Chemical","3","1","015","4"
"55546","82","176","Pol. Sc.","1","1","112","4"
"59439","232","036","Electrical & Electronics Engineerin","2","0","019","4"
"47755","153","050","COMPUTER","11","1","017","4"
"59970","117","006","Arts","1","1","178","4"
"53866","206","030","HMCT","1","1","038","4"
"56476","20","036","Electronics and Communication","1","0","020","4"
"51511","153","108","Pharmacy","28","5","076","3"
"58661","70","186","MBA","1","0","133","8"
"56994","40","155","Management ","1","1","055","5"
"48603","27","050","Mining Engineering","5","0","025","4"
"52913","113","089","LLM","1","0","052","3"
"57920","68","036","Bachelor of Technology","1","0","026","4"
"50391","2","044","COMMERCE","9","2","055","4"
"57206","150","093","Master of Commerce","1","1","009","3"
"49761","103","027","01","11","1","076","4"
"57831","102","157","Philosophy","1","0","119","1"
"49250","2","126","Business Administration","2","0","133","3"
"49784","73","036","Electronics & Telecommunication Engineering","1","0","026","4"
"49305","153","006","Arts","15","7","178","4"
"52378","212","046","COMPUTER APPLICATION","1","0","183","4"
"54431","2","176","JOURNALISM","1","1","051","4"
"57043","41","043","Management","1","0","133","4"
"49662","2","006","Political Science","3","0","178","4"
"51648","27","043","Business Adminstration","5","1","133","4"
"53507","207","108","Industrial Pharmacy","1","0","076","3"
"59286","117","043","Jewellery Design & Management","1","0","133","4"
"50173","116","157","Archaeology","2","1","116","1"
"50865","216","126","CSR","3","2","133","3"
"57940","153","043","Managemant","3","3","133","4"
"53152","247","111","Zoology","3","2","106","3"
"53715","160","025","Optometry","1","1","162","4"
"60826","2","006","Arts","89","5","178","4"
"56613","113","050","Automobile","1","0","026","4"
"52842","153","043","Mgt","3","2","133","4"
"52479","73","046","Computer","2","1","183","4"
"59181","2","036","ELECTRICAL & ELECTRONICS ENGINEERING (EEE)","9","0","020","4"
"61399","145","043","BBA (With specialisation/options)","1","0","133","4"
"53086","245","176","Arts","1","0","109","4"
"47152","40","129","allopathy","1","1","068","4"
"60985","153","036","Mechanical Engineering","1","0","023","4"
"57438","133","124","Tourism","1","1","116","3"
"47529","83","046","COMPUTER SCIENCE","13","0","183","4"
"51168","8","050","BE-Petroleum and  offshore engineering","21","6","026","4"
"60161","153","043","BBA ( Dual specializations in HR, Finance, Marketing, Actuarial Science, Banking, Capital Markets, International Relations)","2","0","133","4"
"54554","202","098","Financial Management","1","1","056","3"
"61158","160","031","B.Sc. Nursing","2","2","072","4"
"60243","50","124","ECONOMICS","1","0","109","3"
"55384","232","049","Dental Surgery","1","1","066","4"
"58371","65","157","Ph.D - Geography","1","0","107","1"
"55031","207","111","Computer Communication","7","1","095","3"
"58567","113","036","Engineering","5","1","016","4"
"53988","182","030","B.Sc. Computer Science","1","1","095","4"
"61223","73","030","Agricultural Sciences","5","1","001","4"
"61324","27","124","M.A. (Political Science)","1","0","112","3"
"57624","230","036","Electronics & Communication Engineering","2","2","020","4"
"61312","27","030","B.Sc. (Nutrition & Dietetics)","2","1","039","4"
"59804","207","030","Electronics and Communication Science","1","0","171","4"
"56964","27","006","Psychology,Sociology and English","1","1","178","4"
"51701","153","176","ENGLISH","1","1","031","4"
"51159","153","122","Metallurgical and Materials Engineering","1","0","026","3"
"52394","70","012","COMMERCE","1","0","009","4"
"59042","75","006","Tamil","3","2","178","4"
"49203","228","082","ELECTRONICS AND COMMUNICATION ENGINEERING","1","0","020","6"
"59260","202","036","CSE","12","0","017","4"
"55279","217","050","ECE","1","0","020","4"
"58373","27","036","B.Tech - Biotechnology","1","1","015","4"
"53978","182","012","B.Com C.A","1","1","009","4"
"50424","153","031","Nursing","23","19","072","4"
"52150","51","030","Science","1","0","171","4"
"56873","160","006","Psychology,Sociology and Economics","4","2","178","4"
"54298","207","126","Business Administration (International Business)","1","0","133","3"
"56651","75","050","Computer Science & Engineering","1","0","017","4"
"49744","213","126","MBA","1","1","133","3"
"61238","193","129","All","1","0","068","4"
"60946","207","027","PHARMACY","1","0","076","4"
"51276","246","036","Computer Science Information Technology Electronic Communication Electrical &Electronics Electronics & Inst. Mechnichal civil Biotechnology Automobile Computer Application","1","1","026","4"
"55151","103","124","English","1","1","031","3"
"53656","117","036","Civil","1","0","016","4"
"55879","102","093","Tourism","1","0","009","3"
"52937","196","070","Physiothearpy","1","1","164","4"
"51766","153","126","Management","3","1","133","3"
"55886","153","036","ME","23","0","023","4"
"60812","61","006","Arts","1","0","178","4"
"61554","216","082","Diploma (Engg.)  Electronics & Comm. Engg. (ECE)","1","0","020","6"
"60214","232","157","Communication","1","1","051","1"
"55831","27","043","BBA","1","0","133","4"
"53766","165","036","CSE","2","0","017","4"
"56176","230","122","Computer Science and Engineering","1","1","026","3"
"55084","153","031","10+2 (PCBE) Minimum marks 45 %","9","9","072","4"
"59710","153","050","MECHANICAL ENGINEERING","5","2","023","4"
"52659","207","111","Information Technology","1","1","185","3"
"58087","102","030","MATHEMATICS","1","1","171","4"
"60077","150","124","Sociology","3","1","115","3"
"54635","244","030","Computer Science","1","0","095","4"
"52590","19","036","CSE","1","1","017","4"
"55200","153","043","Business Administration","1","0","133","4"
"50352","20","176","English","1","1","031","4"
"48372","102","049","Dentistry","2","2","066","4"
"54349","165","006","Psychology","1","0","178","4"
"52956","160","050","EEE","1","0","019","4"
"52236","139","036","Under Graduate","1","0","016","4"
"61489","182","030","B.Sc. (Airlines, Tourism & Hospitality)","2","2","171","4"
"48095","2","133","Computer Aided m Structural Analysis And Design","2","0","016","3"
"49265","83","039","Law","5","3","052","8"
"54426","153","012","COMMERCE","4","4","009","4"
"48753","117","129","M.B.B.S.-Bachelor of Medicine  and  Bachelor of Surgery","1","1","068","4"
"59025","230","030","Mathematics","1","1","171","4"
"58800","216","198","Fin, Management","1","1","060","3"
"59134","124","111","Microbiology","1","1","001","3"
"53576","19","009","Architecture","4","2","014","4"
"55237","2","131","Gen Med","1","1","068","3"
"51310","52","031","Nursing","1","1","072","4"
"51948","153","036","Computer Science and Engineering","1","0","017","4"
"48530","102","027","Pharmacy","8","4","076","4"
"60144","153","150","PG","5","3","164","3"
"53797","178","036","Mechanical","16","0","023","4"
"54805","109","176","Economics","1","0","109","4"
"52210","245","027","B. Pharm","2","2","076","4"
"54005","182","093","Finance & Control","13","7","009","3"
"55199","113","093","Computer Applications","1","0","009","3"
"58382","70","124","Psychology","1","0","113","3"
"60912","115","051","Appied Arts","1","1","030","4"
"51829","207","012","Commerce","1","0","009","4"
"59345","2","043","Business Administration","5","0","133","4"
"58097","109","030","COMPUTER SCIENCES","1","0","171","4"
"50458","20","148","Master of Public Health","1","1","167","3"
"56500","206","012","Commerce (C.A.)","1","1","009","4"
"56374","153","046","Computer Applications","7","0","183","4"
"56295","51","044","Business Management","3","0","055","4"
"56364","245","012","Commerce","1","1","009","4"
"61325","27","124","M.A. (Psychology)","1","1","113","3"
"61398","139","030","B.Sc. (Medical Lab. Technology)","1","0","188","4"
"53156","232","049","Dental","2","1","066","4"
"51991","83","157","Human Resource Management","1","1","137","1"
"55278","217","050","ME","1","0","023","4"
"50982","160","030","BBC","2","2","171","4"
"52233","109","044","Under Graduate","1","0","055","4"
"57308","151","030","Medical Imaging Technology","3","3","171","4"
"60410","2","124","Human Rights","2","0","115","3"
"60780","206","012","Commerce","3","3","009","4"
"61431","153","126","MBA","12","6","133","3"
"56734","20","129","MBBS","2","2","068","4"
"53663","117","030","MLT","1","1","188","4"
"55910","20","070","BPT","4","2","164","4"
"49036","15","049","BDS","2","2","066","4"
"61215","244","126","MBA","20","0","133","3"
"50179","102","124","Linguistics","2","2","116","3"
"60370","75","006","Arts","1","0","178","4"
"55842","75","126","BUSINESS ADMINISTRATON","3","1","133","3"
"60752","160","046","120","2","0","183","4"
"56944","232","012","Commerce(Honours)","1","1","009","4"
"53969","239","043","B.B.A. C.A.","1","0","133","4"
"53283","132","111","M.Sc Exercise Sports Science","1","0","107","3"
"49556","73","012","Commerce","1","1","009","4"
"55427","235","006","Arts","1","1","178","4"
"53142","247","124","English","8","7","031","3"
"56889","153","006","History, Economics and Political Science","1","1","178","4"
"54557","73","124","Social Work","1","1","116","3"
"58961","51","126","Banking & Finance","1","0","133","3"
