"id","name","statecode","survey_year","is_dcf_applicable","type_id","district_code"
"0651","ATAL BIHARI VAJPAYEE HINDI VISHWAVIDYALAYA","23","2015","true","02","444"
"0654","UTTARAKHAND UNIVERSITY OF HORTICULTURE AND FORESTRY, BHARSAR","05","2015","true","02","061"
"0659","KARNATAKA JANAPADA VISHWAVIDYALAYA, GOTAGODI","29","2015","true","02","564"
"0679","SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE","08","2015","true","02","113"
"0695","INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN","02","2015","true","03","031"
"0749","MANIPAL UNIVERSITY, JAIPUR","08","2015","true","03","110"
"0750","UTTARANCHAL UNIVERSITY, DEHRADUN","05","2015","true","03","060"
"0584","INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR","19","2015","true","07","341"
"0097","Bharat Ratana Dr. B. R. Ambedkar University","07","2015","true","02","091"
"0418","Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur","08","2015","true","02","113"
"0174","Pt. Bhagwat Dayal Sharma University of Health Sciences","06","2015","true","02","082"
"0755","SARVEPALLI RADHAKRISHNAN UNIVERSITY","23","2015","true","03","444"
"0132","Ganpat University, Ganpat Vidyanagar, Kherva","24","2015","true","03","471"
"0742","M V N University, Palwal","06","2015","true","03","089"
"0757","AMITY UNIVERSITY, RAIPUR","22","2015","true","03","410"
"0758","PACIFIC MEDICAL UNIVERSITY","08","2015","true","03","130"
"0761","ABHILASHI UNIVERSITY","02","2015","true","03","027"
"0762","JHARKHAND RAI UNIVERSITY","20","2015","true","03","364"
"0764","SHRI RAMASAMY MEMORIAL UNIVERSITY","11","2015","true","03","244"
"0765","INSTITUTE OF INFRASTRUCTURE TECHNOLOGY RESEARCH AND MANAGEMENT (IITRAM)","24","2015","true","02","474"
"0766","THE WEST BENGAL UNIVERSITY OF TEARCHERS TRAINING, EDUCATION PLANNING AND ADMINISTRATION","19","2015","true","02","342"
"0532","Nehru Gram Bharati Vishwavidyalaya,  Allahabad","09","2015","true","06","175"
"0767","VENKATESHWARA OPEN UNIVERSITY","12","2015","true","11","248"
"0768","DIAMOND HARBOUR WOMENS UNIVERSITY","19","2015","true","02","343"
"0769","RAYAT BAHRA UNIVERSITY","03","2015","true","03","052"
"0770","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SENAPATI","14","2015","true","19","272"
"0771","INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR","24","2015","true","03","473"
"0592","Maulana Abul Kalam Azad University of Technology, West Bengal","19","2015","true","02","337"
"0772","BANKURA UNIVERSITY, BANKURA","19","2015","true","02","339"
"0773","IMS UNISON UNIVERSITY","05","2015","true","03","060"
"0777","NORTH EAST FRONTIER TECHNICAL UNIVERSITY","12","2015","true","03","250"
"0778","SEACOM SKILLS UNIVERSITY","19","2015","true","03","334"
"0780","MOTHERHOOD UNIVERSITY","05","2015","true","03","068"
"0781","TEAM LEASE SKILLS UNIVERSITY","24","2015","true","03","486"
"0782","SHRI GOVIND GURU UNIVERSITY","24","2015","true","02","484"
"0783","BHAKTA KAVI NARSINH MEHTA UNIVERSITY","24","2015","true","02","479"
"0784","PROFESSOR JAYASHANKAR TELANGANA STATE AGRICULTURAL UNIVERSITY","36","2015","true","02","536"
"0785","PANDIT DEENDAYAL UPADHYAYA SHEKHAWATI UNIVERSITY","08","2015","true","02","111"
"0786","A P J ABDUL KALAM TECHNOLOGICAL UNIVERSITY","32","2015","true","02","601"
"0788","CHAUDHARY BANSI LAL UNIVERSITY","06","2015","true","02","081"
"0792","JAYPEE UNIVERSITY, ANOOPSHAHR","09","2015","true","03","142"
"0793","MAHARAJA SURAJMAL BRIJ UNIVERSITY","08","2015","true","02","105"
"0794","AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT","24","2015","true","03","492"
"0795","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, GUWAHATI","18","2015","true","19","322"
"0796","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KALYANI","19","2015","true","19","336"
"0797","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, UNA","02","2015","true","19","029"
