"id","non_teaching_staff","teaching_staff","total"
"49322","1","1","2"
"44195","0","2","2"
"45404","4","1","5"
"52553","12","14","26"
"52177","18","21","39"
"44290","4","18","22"
"46609","2","5","7"
"47677","3","0","3"
"47549","16","23","39"
"52915","8","8","16"
"53759","0","5","5"
"47297","2","1","3"
"49628","0","4","4"
"45323","4","1","5"
"47332","2","6","8"
"52379","1","7","8"
"46279","5","32","37"
"51292","4","8","12"
"42235","16","68","84"
"55762","85","207","292"
"54826","5","5","10"
"47884","1","1","2"
"50547","1","4","5"
"47748","0","2","2"
"52650","4","6","10"
"49989","0","1","1"
"52857","8","10","18"
"52011","36","20","56"
"47910","3","0","3"
"50199","8","16","24"
"51864","0","2","2"
"44642","4","3","7"
"50339","4","15","19"
"43983","12","4","16"
"47162","3","3","6"
"44928","2","1","3"
"52374","","","2"
"53378","3","2","5"
"49325","10","0","10"
"45456","3","10","13"
"45129","0","5","5"
"55461","4","14","18"
"52949","3","9","12"
"46171","7","25","32"
"50514","10","24","34"
"52653","18","12","30"
"43675","4","8","12"
"46199","5","8","13"
"52602","34","20","54"
"46977","18","61","79"
"51340","2","1","3"
"51509","0","1","1"
"43309","9","12","21"
"53583","0","1","1"
"53967","5","5","10"
"54494","0","5","5"
"45602","2","2","4"
"49114","10","5","15"
"42452","0","12","12"
"45582","7","18","25"
"42731","14","43","57"
"44483","0","4","4"
"47376","1","7","8"
"48925","12","15","27"
"53467","0","1","1"
"55761","16","7","23"
"48444","0","4","4"
"52743","0","4","4"
"44803","6","4","10"
"45072","5","7","12"
"49361","4","0","4"
"53460","8","10","18"
"55803","0","4","4"
"44333","15","16","31"
"45243","20","20","40"
"45984","12","28","40"
"54623","22","18","40"
"46635","91","82","173"
"44184","16","42","58"
"45246","6","25","31"
"44147","15","15","30"
"48212","7","5","12"
"43347","2","8","10"
"48634","1","3","4"
"45001","5","1","6"
"53240","2","4","6"
"52054","","","11"
"52251","5","1","6"
"45154","5","8","13"
"46790","4","6","10"
"44344","2","0","2"
"55907","10","5","15"
"53312","14","42","56"
"53968","35","13","48"
"45413","4","1","5"
"47716","2","3","5"
"53014","4","10","14"
"50534","6","0","6"
"54202","7","13","20"
"54713","1","3","4"
"53017","630","286","916"
"44148","5","2","7"
"42550","9","16","25"
"48503","23","16","39"
"52046","4","19","23"
"55126","2","27","29"
"45639","3","6","9"
"50225","11","5","16"
"44672","12","20","32"
"47136","4","6","10"
"50395","4","2","6"
"42630","10","1","11"
"54947","2","6","8"
"46283","9","16","25"
"54974","1","5","6"
"43914","1","0","1"
"44771","1","7","8"
"45232","18","10","28"
"55219","66","10","76"
"43809","3","6","9"
"50683","11","18","29"
"46727","10","10","20"
"48793","2","5","7"
"46959","2","4","6"
"50035","30","20","50"
"47273","2","5","7"
"48714","120","62","182"
"42207","14","33","47"
"51209","10","15","25"
"48211","0","4","4"
"53403","0","3","3"
"52499","587","56","643"
"46541","25","21","46"
"47999","10","18","28"
"45711","0","1","1"
"49003","0","99","99"
"55357","0","16","16"
"45723","6","10","16"
"49274","1","1","2"
"54418","3","7","10"
"51936","10","10","20"
"42383","1","0","1"
"55327","109","113","222"
"49041","5","5","10"
"48712","10","10","20"
"50007","2","0","2"
"53470","0","1","1"
"51433","1","9","10"
"44354","0","3","3"
"48938","6","9","15"
"51866","297","612","909"
"44619","10","10","20"
"46840","4","0","4"
"43834","2","2","4"
"45307","0","2","2"
"47923","1","5","6"
"45804","31","26","57"
"51983","3","6","9"
"42156","4","6","10"
"46785","1","0","1"
"46200","7","14","21"
"53857","6","14","20"
"47918","8","5","13"
"44014","2","0","2"
"49459","5","15","20"
"52797","10","17","27"
"44887","36","56","92"
"48504","17","25","42"
"43485","36","6","42"
"44864","1","2","3"
"42980","21","15","36"
"45188","0","2","2"
"55751","30","30","60"
"49235","10","10","20"
"50337","9","26","35"
"43850","1","1","2"
"45781","4","1","5"
"48391","6","1","7"
"43265","2","0","2"
"45335","16","18","34"
"44936","72","18","90"
"55184","0","1","1"
"55125","14","8","22"
"42752","18","14","32"
"51730","20","4","24"
"42201","10","29","39"
"47277","6","6","12"
"52268","4","14","18"
"47229","0","1","1"
"52993","100","92","192"
"47654","1","1","2"
"47535","174","184","358"
"50335","4","14","18"
"53186","6","4","10"
"42496","18","24","42"
"48677","32","13","45"
"50959","0","8","8"
"49330","0","4","4"
"55059","9","7","16"
"47298","9","14","23"
"42676","3","12","15"
"54958","3","0","3"
"50478","10","6","16"
"53224","6","24","30"
"48192","1","0","1"
"48765","0","10","10"
"50655","24","8","32"
"47018","2","6","8"
"52705","5","4","9"
"49883","1","3","4"
"45161","2","2","4"
"48598","375","75","450"
"52272","9","15","24"
"48278","48","60","108"
"45597","0","2","2"
"50749","0","5","5"
"46047","2","5","7"
"45692","2","6","8"
"51640","43","21","64"
"54021","2","3","5"
"47723","9","13","22"
"55189","8","10","18"
"48165","95","146","241"
"48255","0","1","1"
"44977","5","18","23"
"46043","7","20","27"
"48188","7","25","32"
"42751","3","2","5"
"42805","7","31","38"
"44386","23","17","40"
"45285","9","7","16"
"53733","1","2","3"
"45798","362","133","495"
"48570","2","5","7"
"46449","4","11","15"
"46834","2","3","5"
"50165","5","11","16"
"46242","0","19","19"
"51189","3","10","13"
"49506","0","7","7"
"43773","10","20","30"
"51113","80","45","125"
"50640","1","4","5"
"44270","1","0","1"
"51715","5","25","30"
"55430","11","52","63"
"44884","4","0","4"
"49189","200","183","383"
"43206","0","1","1"
"43336","1","2","3"
"49574","13","49","62"
"45828","0","40","40"
"55231","1","1","2"
"49805","9","10","19"
"49055","10","5","15"
"43801","2","1","3"
"45522","12","8","20"
"52986","1","5","6"
"53055","36","30","66"
"48933","2","8","10"
"52288","5","15","20"
"54235","5","9","14"
"52319","15","40","55"
"48003","7","15","22"
"49163","0","2","2"
"54896","5","5","10"
"48869","5","8","13"
"43903","9","15","24"
"43546","1","0","1"
"55815","6","5","11"
"49765","15","5","20"
"45086","38","59","97"
"44499","3","25","28"
"55227","6","5","11"
"55008","2","8","10"
"50819","16","16","32"
"42127","1","2","3"
"53510","15","10","25"
"51239","5","5","10"
"50255","1","2","3"
"51681","14","19","33"
"54524","1","4","5"
"44444","1","5","6"
"44321","10","20","30"
"54357","6","12","18"
"55825","2","8","10"
"48181","2","1","3"
"52924","60","46","106"
"51975","6","7","13"
"55432","13","8","21"
"55738","12","13","25"
"42155","74","102","176"
"47948","27","30","57"
"46231","16","15","31"
"44415","42","30","72"
"45264","1","0","1"
"49144","10","20","30"
"55376","4","1","5"
"46092","3","1","4"
"53999","1","7","8"
"49081","1","1","2"
"42937","45","103","148"
"54939","37","52","89"
"42519","0","1","1"
"42850","15","10","25"
"53617","5","19","24"
"51544","15","43","58"
"42875","6","4","10"
"45432","3","5","8"
"42642","1","1","2"
"52139","4","0","4"
"51897","18","12","30"
"55341","21","29","50"
"49873","2","1","3"
"47600","10","20","30"
"48847","120","31","151"
"50059","3","7","10"
"43930","1","2","3"
"49555","14","9","23"
"48820","10","22","32"
"48687","10","11","21"
"48371","8","15","23"
"48399","0","2","2"
"49597","125","118","243"
"50894","1916","963","2879"
"50551","1","1","2"
"48293","1","1","2"
"51749","2","0","2"
"51655","1","1","2"
"55211","10","10","20"
"54080","25","0","25"
"55058","4","7","11"
"54952","10","50","60"
"51748","2","2","4"
"55752","13","12","25"
"53982","0","1","1"
"43972","4","0","4"
"54350","2","2","4"
"45744","31","17","48"
"48766","0","1","1"
"50287","1","0","1"
"50636","4","25","29"
"51104","298","109","407"
"44689","8","1","9"
"47746","0","4","4"
"50360","1","3","4"
"54508","6","7","13"
"42326","1","6","7"
"49011","2","3","5"
"55056","8","10","18"
"46866","0","14","14"
"53895","0","1","1"
"55386","11","9","20"
"55543","2","4","6"
"55524","5","4","9"
"43052","0","30","30"
"48147","10","25","35"
"42830","1","1","2"
"55898","60","55","115"
"49151","15","19","34"
"46351","4","9","13"
"44158","0","5","5"
"54916","12","4","16"
"48583","1","5","6"
"44734","0","2","2"
"51641","2","2","4"
"42551","0","2","2"
"54765","10","6","16"
"47503","4","6","10"
"49935","1","6","7"
"48287","2","1","3"
"42165","4","5","9"
"48425","5","55","60"
"52070","11","23","34"
"47684","22","10","32"
"52303","15","48","63"
"46303","10","15","25"
"43635","5","10","15"
"47245","0","15","15"
"49072","131","32","163"
"42940","0","1","1"
"54105","5","4","9"
"54365","3","2","5"
"47017","12","18","30"
"52278","2","0","2"
"47823","10","16","26"
"44145","0","1","1"
"50467","2","4","6"
"49564","4","4","8"
"42771","2","1","3"
"50356","12","4","16"
"49299","5","5","10"
"47300","6","10","16"
"44328","91","146","237"
"54407","5","3","8"
"45300","5","14","19"
"48423","32","121","153"
"55792","0","15","15"
"49965","5","14","19"
"55801","6","6","12"
"55876","6","25","31"
"43083","11","9","20"
"48068","1","0","1"
"48544","1","4","5"
"46968","10","0","10"
"51828","38","59","97"
"46005","4","12","16"
"48559","30","13","43"
"50790","4","1","5"
"55310","1","2","3"
"45593","5","5","10"
"55186","1","1","2"
"45066","7","7","14"
"51191","6","3","9"
"44166","49","46","95"
"44975","1","4","5"
"54381","3","13","16"
"48918","0","4","4"
"51241","0","5","5"
"42139","2","8","10"
"48927","6","17","23"
"47186","7","4","11"
"48782","2","0","2"
"46442","27","75","102"
"48043","2","2","4"
"55568","7","29","36"
"48909","15","18","33"
"55117","0","5","5"
"50817","2","5","7"
"52075","2","5","7"
"51879","249","21","270"
"55112","1202","577","1779"
"52829","6","18","24"
"45316","0","1","1"
"51279","20","20","40"
"52519","509","316","825"
"42853","6","21","27"
"47721","6","10","16"
"54642","0","2","2"
"47900","0","6","6"
"48875","4","1","5"
"49409","37","24","61"
"55136","2","6","8"
"43340","0","8","8"
"46433","1","1","2"
"48379","1","0","1"
"45204","0","1","1"
"53227","7","10","17"
"54567","10","6","16"
"42104","4","6","10"
"50866","12","10","22"
"55741","2","4","6"
"50670","0","2","2"
"46475","200","145","345"
"52348","45","42","87"
"46504","5","1","6"
"45075","4","5","9"
"52293","16","10","26"
"49919","2","0","2"
"49351","6","0","6"
"53163","2","0","2"
"54074","4","10","14"
"55574","8","4","12"
"44436","0","9","9"
"52528","0","5","5"
"49167","1","2","3"
"49020","0","10","10"
"44492","4","4","8"
"45694","4","2","6"
"42220","3","1","4"
"51397","8","8","16"
"52060","4","1","5"
"47387","5","9","14"
"42818","1","2","3"
"55464","1","0","1"
"46203","5","18","23"
"44710","4","10","14"
"49966","12","10","22"
"47083","21","4","25"
"52081","12","18","30"
"50589","3","5","8"
"55040","5","8","13"
"53411","18","42","60"
"42559","2","4","6"
"45029","4","5","9"
"45101","3","6","9"
"43059","0","7","7"
"43293","2","0","2"
"43766","32","30","62"
"48814","4","4","8"
"49698","2","5","7"
"50098","4","4","8"
"54490","1","24","25"
"47334","2","4","6"
"53316","0","4","4"
"47635","222","139","361"
"44991","8","10","18"
"49295","3","5","8"
"52040","16","21","37"
"47929","2","3","5"
"46922","4","4","8"
"50427","18","20","38"
"47021","2","0","2"
"47979","1","0","1"
"48477","50","110","160"
"45887","9","7","16"
"49757","2","4","6"
"51947","0","8","8"
"44453","0","5","5"
"42608","10","10","20"
"46110","9","12","21"
"54192","2","2","4"
"42355","0","3","3"
"50089","15","25","40"
"52692","1","5","6"
"51530","8","8","16"
"42320","9","7","16"
"50119","0","4","4"
"53787","11","15","26"
"54610","20","64","84"
"53022","1","1","2"
"51798","8","17","25"
"53995","0","28","28"
"45473","7","14","21"
"49871","8","1","9"
"45782","2","5","7"
"50952","112","37","149"
"54904","0","2","2"
"55006","2","2","4"
"55613","7","8","15"
"44597","1","0","1"
"50927","0","3","3"
"46980","120","196","316"
"44820","0","14","14"
"46757","1","1","2"
"50455","0","1","1"
"49132","12","15","27"
"52365","0","1","1"
"51377","59","103","162"
"42547","25","18","43"
"45363","24","6","30"
"49643","15","8","23"
"49278","15","25","40"
"50016","6","2","8"
"53462","10","5","15"
"54161","6","30","36"
"44103","1","1","2"
"54482","43","72","115"
"52209","0","20","20"
"48882","21","24","45"
"46029","1","3","4"
"46107","5","5","10"
"49664","3","0","3"
"49667","3","0","3"
"44568","4","7","11"
"55777","5","10","15"
"55547","7","16","23"
"53666","197","28","225"
"51459","0","9","9"
"48238","0","1","1"
"44046","10","23","33"
"46027","4","4","8"
"51541","32","31","63"
"46774","3","2","5"
"43702","0","4","4"
"45651","2","8","10"
"50581","0","4","4"
"43120","36","14","50"
"44930","1","7","8"
"49801","1","2","3"
"52161","109","62","171"
"47524","5","8","13"
"43469","3","5","8"
"51665","3","1","4"
"55298","2","2","4"
"50876","10","23","33"
"44450","2","5","7"
"44280","5","5","10"
"42464","2","0","2"
"49456","0","24","24"
"43963","8","5","13"
"43535","0","1","1"
"47446","2","1","3"
"42183","1","1","2"
"55181","0","4","4"
"51051","4","0","4"
"46341","2","8","10"
"44640","4","4","8"
"43581","2","6","8"
"53202","22","35","57"
"50576","3","8","11"
"55458","5","12","17"
"44493","5","10","15"
"43585","5","12","17"
"46288","5","8","13"
"51214","1","2","3"
"42774","12","12","24"
"49105","8","6","14"
"49980","1","1","2"
"49964","19","16","35"
"45202","15","38","53"
"45999","2","2","4"
"50252","1","7","8"
"51117","6","20","26"
"43458","6","10","16"
"45737","1","1","2"
"53948","5","26","31"
"47733","10","8","18"
"52415","6","36","42"
"46521","1","9","10"
"48248","8","9","17"
"52501","1","1","2"
"53084","1","1","2"
"45968","8","28","36"
"46852","3","1","4"
"42735","6","7","13"
"53521","0","10","10"
"54727","2","2","4"
"49793","4","8","12"
"53145","5","9","14"
"53176","5","7","12"
"49957","11","22","33"
"48935","3","1","4"
"55669","1","1","2"
"45451","10","30","40"
"48951","3","12","15"
"49158","1","6","7"
"49281","4","11","15"
"50880","5","10","15"
"42518","0","3","3"
"44229","11","13","24"
"51635","3","6","9"
"51848","15","55","70"
"50341","0","2","2"
"50129","14","10","24"
"44459","1","0","1"
"48575","2","0","2"
"53531","3","5","8"
"43108","0","2","2"
"44489","0","4","4"
"46359","8","5","13"
"47430","1","1","2"
"44875","3","7","10"
"51342","0","2","2"
"43817","13","3","16"
"53313","1","3","4"
"46601","1","2","3"
"50487","7","9","16"
"50559","18","61","79"
"50747","2","8","10"
"42431","5","10","15"
"43137","42","27","69"
"46780","20","16","36"
"51330","87","60","147"
"54058","23","0","23"
"48813","1","4","5"
"55078","5","10","15"
"44979","51","52","103"
"43150","5","6","11"
"54331","1","0","1"
"45755","4","12","16"
"52190","2","3","5"
"51066","0","3","3"
"55602","0","8","8"
"49139","2","11","13"
"44273","5","6","11"
"52077","4","12","16"
"51297","0","8","8"
"51733","5","5","10"
"47137","0","1","1"
"54455","1","2","3"
"52369","16","16","32"
"42699","9","3","12"
"53083","1","8","9"
"46933","3","8","11"
"47664","1","3","4"
"55621","3","4","7"
"45696","2","7","9"
"49256","5","17","22"
"53688","27","160","187"
"47299","1","20","21"
"50681","1","20","21"
"47135","10","16","26"
"42895","5","20","25"
"44089","5","8","13"
"45657","18","161","179"
"49500","3","6","9"
"44205","2","0","2"
"45222","0","3","3"
"50198","24","107","131"
"51321","40","8","48"
"45853","19","22","41"
"46416","2","1","3"
"49125","5","0","5"
"52003","2","2","4"
"48745","24","60","84"
"42343","1","4","5"
"51064","21","40","61"
"50476","52","43","95"
"55924","63","51","114"
"47616","28","112","140"
"53453","21","71","92"
"46326","12","14","26"
"51675","4","0","4"
"44019","1","2","3"
"45415","10","20","30"
"44644","2","1","3"
"51633","1","0","1"
"52344","6","12","18"
"55756","2","4","6"
"55676","2","5","7"
"50921","48","81","129"
"54960","2","2","4"
"45554","0","1","1"
"46461","20","25","45"
"47119","6","7","13"
"44883","3","20","23"
"45878","424","213","637"
"44022","1","18","19"
"49296","2","4","6"
"51385","66","9","75"
"46380","15","7","22"
"48415","3","3","6"
"42593","5","58","63"
"55391","7","5","12"
"43511","3","5","8"
"47858","0","4","4"
"47990","14","11","25"
"47391","2","1","3"
"49557","0","6","6"
"48818","1","1","2"
"42886","5","8","13"
"45353","4","0","4"
"51023","10","10","20"
"49498","44","87","131"
"42206","9","22","31"
"47211","3","3","6"
"49358","4","10","14"
"51849","3","0","3"
"51247","2","2","4"
"43179","23","27","50"
"50955","16","8","24"
"53758","2","0","2"
"50202","1","1","2"
"46942","297","612","909"
"54048","7","8","15"
"53985","24","24","48"
"54409","5","6","11"
"55634","16","3","19"
"44766","5","1","6"
"51079","12","6","18"
"48134","2","6","8"
"44764","1","7","8"
"45565","2","4","6"
"44844","28","33","61"
"47132","87","53","140"
"48154","0","1","1"
"49018","0","1","1"
"52587","4","25","29"
"46847","10","10","20"
"42173","5","5","10"
"50557","23","111","134"
"55224","5","18","23"
"54851","3","4","7"
"51636","0","2","2"
"55520","1","4","5"
"52666","6","4","10"
"44953","0","5","5"
"46385","5","3","8"
"52472","5","8","13"
"51593","40","109","149"
"53839","4","6","10"
"47789","22","12","34"
"48261","1","1","2"
"51719","9","10","19"
"45933","49","133","182"
"48655","5","8","13"
"48896","4","6","10"
"53900","0","4","4"
"55656","12","5","17"
"54867","54","35","89"
"46874","5","3","8"
"51761","11","8","19"
"49889","6","3","9"
"52043","6","10","16"
"49534","0","3","3"
"51639","0","8","8"
"49644","5","15","20"
"44512","100","120","220"
"49171","3","8","11"
"48680","4","8","12"
"48905","20","30","50"
"47813","0","4","4"
"52849","3","6","9"
"43526","1","11","12"
"46611","1","2","3"
"46479","1","4","5"
"49088","9","14","23"
"42363","2","3","5"
"51773","4","8","12"
"45392","1","4","5"
"46477","2","14","16"
"47380","0","2","2"
"55343","25","5","30"
"47969","2","10","12"
"55666","6","4","10"
"51996","168","187","355"
"46143","8","25","33"
"51054","3","8","11"
"50062","29","10","39"
"51969","3","9","12"
"46755","22","4","26"
"54088","2","14","16"
"51515","2","0","2"
"53081","39","42","81"
"54144","3","6","9"
"46255","0","1","1"
"45870","18","16","34"
"46148","0","18","18"
"48076","2","5","7"
"52570","25","20","45"
"45726","4","12","16"
"46369","4","16","20"
"47128","5","9","14"
"53520","9","11","20"
"42635","3","10","13"
"54375","9","14","23"
"51552","10","5","15"
"47509","5","10","15"
"50061","3","3","6"
"51380","1","2","3"
"53087","5","15","20"
"52492","0","4","4"
"50172","5","8","13"
"49408","6","0","6"
"49515","4","24","28"
"50453","0","3","3"
