"id","non_teaching_staff","teaching_staff","total"
"53277","5","15","20"
"53821","1","0","1"
"54929","13","36","49"
"50750","4","6","10"
"50673","10","15","25"
"50604","0","1","1"
"51161","4","7","11"
"42692","4","4","8"
"52827","12","29","41"
"44183","14","14","28"
"51414","10","7","17"
"52631","3","9","12"
"55395","80","125","205"
"53103","11","0","11"
"42753","2","0","2"
"44302","7","19","26"
"42721","3","6","9"
"46549","4","12","16"
"47686","1","0","1"
"51810","7","25","32"
"53000","1","1","2"
"54611","6","9","15"
"50897","24","103","127"
"50393","2","3","5"
"55538","13","3","16"
"53699","4","3","7"
"47642","40","18","58"
"51915","2","1","3"
"47762","32","35","67"
"49768","10","10","20"
"50840","2","1","3"
"54228","5","0","5"
"47586","25","43","68"
"50279","2","11","13"
"53300","42","33","75"
"43804","5","2","7"
"46084","5","3","8"
"52376","0","5","5"
"46700","2","1","3"
"47439","297","612","909"
"47917","19","12","31"
"44986","114","205","319"
"50265","6","6","12"
"52885","1","1","2"
"54719","3","5","8"
"53296","25","55","80"
"47404","0","2","2"
"48801","5","10","15"
"52635","72","40","112"
"49819","15","22","37"
"49045","2","3","5"
"42280","0","2","2"
"46828","12","19","31"
"42618","0","12","12"
"55590","5","8","13"
"51643","2","0","2"
"49775","0","8","8"
"53045","2","5","7"
"55619","2","7","9"
"53143","3","12","15"
"42725","2","4","6"
"44214","8","8","16"
"43093","2","7","9"
"49617","5","10","15"
"43303","1","0","1"
"43554","8","15","23"
"45324","0","1","1"
"48270","5","22","27"
"49122","375","150","525"
"53701","35","88","123"
"49494","10","10","20"
"47082","4","5","9"
"48993","3","1","4"
"44337","0","8","8"
"52961","2","2","4"
"55583","2","0","2"
"45375","1","6","7"
"48227","4","0","4"
"52386","18","30","48"
"50679","0","2","2"
"52246","48","37","85"
"54948","2","2","4"
"53459","2","9","11"
"47372","4","7","11"
"55581","3","3","6"
"45106","4","9","13"
"45087","23","0","23"
"55185","5","14","19"
"42341","6","7","13"
"51751","0","3","3"
"53044","1","1","2"
"55300","4","6","10"
"52595","16","27","43"
"47847","1","11","12"
"44043","0","2","2"
"45387","2","0","2"
"42214","22","27","49"
"46824","1","0","1"
"54515","8","20","28"
"53861","5","15","20"
"47043","5","7","12"
"52345","22","48","70"
"45547","4","15","19"
"50991","3","6","9"
"53664","12","37","49"
"45893","3","5","8"
"50153","1109","162","1271"
"54043","8","8","16"
"55467","2","5","7"
"51112","7","10","17"
"49614","4","7","11"
"45234","6","40","46"
"52385","9","6","15"
"51482","46","44","90"
"53136","6","20","26"
"50978","2","2","4"
"50883","0","1","1"
"50533","1","1","2"
"53080","3","0","3"
"44616","5","12","17"
"45990","70","64","134"
"46189","3","16","19"
"48036","21","15","36"
"46184","28","8","36"
"52506","156","88","244"
"47237","2","2","4"
"47971","36","34","70"
"54994","3","5","8"
"52306","5","6","11"
"43140","7","19","26"
"45845","2","5","7"
"52165","5","0","5"
"55246","0","15","15"
"43707","2","10","12"
"48496","5","2","7"
"55585","0","9","9"
"53963","0","1","1"
"46849","1","7","8"
"47875","0","12","12"
"46243","72","48","120"
"45598","2","7","9"
"46872","12","32","44"
"49739","2","2","4"
"47114","15","7","22"
"53616","1","1","2"
"55582","15","14","29"
"45589","10","10","20"
"46779","7","5","12"
"49623","1","1","2"
"45494","34","17","51"
"54871","7","16","23"
"49210","4","2","6"
"52056","11","9","20"
"45718","10","0","10"
"52240","30","15","45"
"46120","9","16","25"
"46649","215","175","390"
"46215","5","10","15"
"47467","0","1","1"
"53001","25","71","96"
"54946","1","2","3"
"44238","4","6","10"
"42786","0","1","1"
"54722","8","28","36"
"47249","4","12","16"
"53306","9","8","17"
"55478","1100","323","1423"
"48128","10","10","20"
"49312","0","1","1"
"50276","238","35","273"
"43104","0","1","1"
"53268","69","94","163"
"52118","5","15","20"
"55915","0","9","9"
"45247","1","8","9"
"48499","0","8","8"
"50105","24","16","40"
"50881","0","1","1"
"53369","1","2","3"
"43830","8","13","21"
"42291","5","2","7"
"46247","6","10","16"
"54243","3","10","13"
"51613","31","68","99"
"53125","12","9","21"
"52423","24","58","82"
"53476","10","5","15"
"50164","100","160","260"
"42394","1","3","4"
"51467","1","6","7"
"43970","3","6","9"
"45054","24","26","50"
"55542","32","26","58"
"55272","0","2","2"
"55918","1","1","2"
"54792","177","374","551"
"53174","1","4","5"
"50599","40","32","72"
"44779","8","21","29"
"52329","3","3","6"
"51007","6","19","25"
"52521","1","9","10"
"54548","4","4","8"
"42814","0","5","5"
"53854","10","20","30"
"46256","0","2","2"
"53862","8","8","16"
"44797","1","2","3"
"49311","25","20","45"
"48741","11","11","22"
"45427","8","0","8"
"50920","2","2","4"
"42887","37","46","83"
"46217","0","3","3"
"51394","5","10","15"
"54569","5","5","10"
"55579","","","42"
"53371","9","8","17"
"48721","183","69","252"
"44822","4","12","16"
"42188","10","10","20"
"44469","0","3","3"
"48015","5","10","15"
"45633","2","4","6"
"53207","214","69","283"
"54106","0","1","1"
"53762","12","15","27"
"52216","54","34","88"
"42454","1","0","1"
"54218","1","0","1"
"52679","12","10","22"
"55555","3","7","10"
"47869","0","9","9"
"49501","20","12","32"
"55521","7","8","15"
"45857","1","1","2"
"46855","3","1","4"
"46864","3","5","8"
"52330","79","21","100"
"53612","36","26","62"
"54741","7","24","31"
"46769","2","5","7"
"47769","0","3","3"
"42800","16","18","34"
"44937","32","23","55"
"45513","0","1","1"
"44323","11","21","32"
"44649","","","45"
"52133","1","0","1"
"46664","0","2","2"
"52261","4","9","13"
"50561","40","32","72"
"52726","7","9","16"
"52923","2","0","2"
"43461","6","8","14"
"53593","2","4","6"
"55689","3","4","7"
"43435","8","7","15"
"53552","2","2","4"
"55397","8","7","15"
"48266","0","60","60"
"45286","6","6","12"
"52778","10","12","22"
"55419","1","1","2"
"54832","2","9","11"
"44278","3","1","4"
"49389","14","12","26"
"43196","1","2","3"
"52195","2","0","2"
"49836","4","9","13"
"46001","0","21","21"
"49834","0","4","4"
"49870","3","10","13"
"43871","11","16","27"
"44809","1","2","3"
"51528","14","16","30"
"51645","10","15","25"
"47665","4","10","14"
"46738","2","4","6"
"47809","15","176","191"
"51242","15","24","39"
"49946","4","8","12"
"50994","2","9","11"
"52427","236","98","334"
"42972","4","2","6"
"50097","20","0","20"
"55905","15","20","35"
"48350","6","12","18"
"42490","1","1","2"
"51741","0","9","9"
"43735","3","1","4"
"45119","1","5","6"
"49582","5","17","22"
"46718","52","6","58"
"44927","5","5","10"
"44736","1","0","1"
"50071","36","48","84"
"48172","9","4","13"
"45901","0","8","8"
"50410","2","4","6"
"50913","0","8","8"
"55536","1","13","14"
"43969","15","28","43"
"47890","5","6","11"
"53068","36","32","68"
"54945","2","14","16"
"55425","14","21","35"
"54211","21","20","41"
"45258","4","8","12"
"49396","1","2","3"
"52388","6","24","30"
"42791","2","5","7"
"44049","3","6","9"
"54884","6","4","10"
"49032","2","4","6"
"51022","8","12","20"
"43234","3","1","4"
"50600","12","24","36"
"53486","0","3","3"
"51780","4","4","8"
"42819","14","28","42"
"44376","5","5","10"
"50630","15","36","51"
"51822","2","0","2"
"53764","4","4","8"
"55361","10","4","14"
"50477","0","6","6"
"42889","2","1","3"
"55212","1","2","3"
"51931","2","1","3"
"43220","5","7","12"
"52483","10","15","25"
"45151","10","21","31"
"45485","12","9","21"
"48770","36","48","84"
"49969","12","0","12"
"55626","10","4","14"
"47558","0","1","1"
"44856","8","14","22"
"48031","460","262","722"
"49110","24","36","60"
"48866","0","1","1"
"46139","25","80","105"
"50629","110","140","250"
"44816","0","8","8"
"49050","48","36","84"
"51809","3","10","13"
"50205","4","6","10"
"48952","5","1","6"
"45720","0","8","8"
"44949","10","15","25"
"54125","8","7","15"
"44963","4","0","4"
"51790","5","0","5"
"52604","41","15","56"
"54771","0","5","5"
"46880","11","4","15"
"48374","1","1","2"
"51919","45","18","63"
"49211","6","0","6"
"51747","2","11","13"
"53138","2","10","12"
"46998","10","10","20"
"44669","45","41","86"
"48706","9","20","29"
"45045","4","6","10"
"45910","0","10","10"
"46014","7","6","13"
"55859","8","6","14"
"45600","0","3","3"
"55890","4","4","8"
"53359","15","10","25"
"55828","165","74","239"
"51235","16","4","20"
"52262","0","17","17"
"48727","5","4","9"
"50678","0","1","1"
"52360","20","24","44"
"48569","2","4","6"
"53870","2","10","12"
"47508","1","1","2"
"52563","0","10","10"
"53141","10","4","14"
"45923","0","2","2"
"43356","2","0","2"
"49341","2","3","5"
"43114","0","6","6"
"47426","14","8","22"
"52560","60","12","72"
"43792","4","18","22"
"46294","11","8","19"
"49275","0","18","18"
"43368","8","7","15"
"44348","2","0","2"
"45939","96","15","111"
"44414","4","13","17"
"42393","1","2","3"
"43183","12","24","36"
"47995","0","6","6"
"55077","36","24","60"
"53727","29","59","88"
"55382","18","10","28"
"45242","27","27","54"
"52069","2","1","3"
"47516","2","0","2"
"42194","6","12","18"
"51424","8","10","18"
"46166","1","2","3"
"46561","1","0","1"
"47352","4","0","4"
"49190","7","10","17"
"52633","5","90","95"
"43423","4","16","20"
"46158","6","6","12"
"51857","8","7","15"
"54795","1","1","2"
"46438","6","10","16"
"48377","7","14","21"
"42133","3","5","8"
"43370","6","7","13"
"50494","12","16","28"
"49078","70","80","150"
"53705","162","160","322"
"47722","1","1","2"
"52947","3","9","12"
"42241","30","55","85"
"54301","21","8","29"
"55497","0","6","6"
"42958","15","9","24"
"45225","0","1","1"
"50250","3","7","10"
"52151","1","1","2"
"44631","5","8","13"
"55074","10","30","40"
"48602","92","55","147"
"49499","8","22","30"
"50234","3","5","8"
"46103","1","2","3"
"55687","2","0","2"
"52304","54","46","100"
"47501","8","14","22"
"47617","1","2","3"
"52276","8","9","17"
"54119","81","81","162"
"54241","2","2","4"
"55081","5","10","15"
"42250","1","2","3"
"52351","1","3","4"
"45352","7","6","13"
"54987","2","1","3"
"42487","1","1","2"
"43149","5","5","10"
"47507","2","0","2"
"53965","75","50","125"
"48912","1","2","3"
"43106","2","0","2"
"46313","53","79","132"
"55912","0","16","16"
"50637","2","0","2"
"44596","0","3","3"
"42441","0","2","2"
"45678","2","0","2"
"46244","2","7","9"
"51388","16","24","40"
"47456","1","0","1"
"42266","3","4","7"
"43244","9","16","25"
"43159","3","5","8"
"43990","4","5","9"
"52759","7","12","19"
"55368","48","49","97"
"52664","54","44","98"
"47282","8","6","14"
"52998","0","12","12"
"42614","4","1","5"
"50849","2","4","6"
"53540","2","0","2"
"55604","3","2","5"
"44873","5","15","20"
"50770","51","234","285"
"44538","6","1","7"
"49193","5","10","15"
"45122","68","35","103"
"46540","6","4","10"
"50425","0","1","1"
"52316","0","8","8"
"54815","1","2","3"
"48689","3","5","8"
"48452","1","1","2"
"50549","3","3","6"
"49779","0","6","6"
"51243","11","7","18"
"48578","5","10","15"
"52791","11","11","22"
"48223","3","4","7"
"50644","4","5","9"
"54403","5","7","12"
"43294","39","19","58"
"46454","19","23","42"
"50705","5","5","10"
"55840","1","2","3"
"45227","6","11","17"
"50350","29","23","52"
"45061","0","5","5"
"49117","20","5","25"
"55725","2","0","2"
"43201","2","0","2"
"51818","5","10","15"
"52538","0","3","3"
"43391","5","2","7"
"53911","2","21","23"
"48267","2","3","5"
"49789","2","2","4"
"43263","8","13","21"
"53465","10","22","32"
"48516","5","3","8"
"52451","10","28","38"
"55914","6","0","6"
"45446","0","12","12"
"47735","30","28","58"
"48581","0","10","10"
"46137","6","4","10"
"50462","0","18","18"
"46667","2","2","4"
"50083","10","19","29"
"51153","44","108","152"
"43144","1","2","3"
"43522","15","24","39"
"44170","1","1","2"
"42243","4","8","12"
"50961","10","10","20"
"52550","2","0","2"
"46584","26","16","42"
"50885","1","7","8"
"54663","0","16","16"
"53852","13","13","26"
"48430","2","5","7"
"43074","10","13","23"
"55052","2","0","2"
"50662","8","6","14"
"54971","0","6","6"
"52431","10","2","12"
"55920","75","120","195"
"51030","5","5","10"
"55655","9","18","27"
"47169","3","1","4"
"42471","0","3","3"
"45132","0","7","7"
"47390","0","12","12"
"48521","5","8","13"
"44070","0","5","5"
"55044","74","46","120"
"53431","16","8","24"
"42537","8","16","24"
"49981","5","2","7"
"47717","0","2","2"
"46645","6","12","18"
"54234","6","18","24"
"55659","0","10","10"
"46071","2","2","4"
"55259","4","10","14"
"43097","5","14","19"
"46873","2","8","10"
"49400","0","4","4"
"55889","3","8","11"
"43846","2","2","4"
"47891","4","1","5"
"53038","5","12","17"
"43655","0","4","4"
"54159","0","4","4"
"51621","2","15","17"
"43494","4","5","9"
"50560","8","13","21"
"43098","2","3","5"
"45121","0","2","2"
"55445","6","11","17"
"42847","3","14","17"
"47713","7","8","15"
"50944","4","0","4"
"53252","6","1","7"
"50945","4","15","19"
"48917","5","14","19"
"54602","13","1","14"
"42101","1","0","1"
"47855","13","15","28"
"43929","0","1","1"
"48723","6","22","28"
"55156","6","4","10"
"44134","0","1","1"
"53524","2","1","3"
"51017","5","15","20"
"42404","0","2","2"
"44156","1","5","6"
"46472","12","20","32"
"47097","10","32","42"
"48091","2","9","11"
"48666","1","4","5"
"48071","6","10","16"
"52285","8","9","17"
"54062","2","10","12"
"49884","6","5","11"
"42675","3","3","6"
"46426","18","6","24"
"53890","3","2","5"
"54156","96","80","176"
"43982","25","25","50"
"42100","0","3","3"
"50267","0","2","2"
"45472","0","3","3"
"53568","259","21","280"
"54875","11","11","22"
"47177","1","4","5"
"49431","10","15","25"
"50431","4","32","36"
"48139","3","11","14"
"54865","7","7","14"
"48400","10","53","63"
"44590","1","10","11"
"44633","2","12","14"
"50878","41","25","66"
"46390","3","0","3"
"52776","4","0","4"
"55175","182","160","342"
"45681","2","2","4"
"50571","5","6","11"
"47724","0","2","2"
"47206","0","6","6"
"52767","8","22","30"
"54097","2","4","6"
"42633","13","8","21"
"47085","102","54","156"
"47099","12","21","33"
"47455","0","3","3"
"48193","0","3","3"
"52774","5","8","13"
"55833","5","6","11"
"43112","0","6","6"
"44277","12","12","24"
"48024","1","1","2"
"49852","0","5","5"
"50753","6","7","13"
"45717","1","1","2"
"47957","123","64","187"
"51283","4","8","12"
"52991","7","13","20"
"53457","149","136","285"
"47502","28","11","39"
"49331","0","4","4"
"49696","6","10","16"
"49016","10","10","20"
"45268","8","12","20"
"46437","2","3","5"
"44793","0","1","1"
"54698","0","10","10"
"47795","2","4","6"
"42594","1","0","1"
"44606","16","16","32"
"54576","2","1","3"
"45807","1","0","1"
"50701","1","2","3"
"53396","5","10","15"
"44651","5","14","19"
"46641","2","6","8"
"50858","29","42","71"
"46323","3","7","10"
"50385","1","6","7"
"46776","4","6","10"
"44310","2","4","6"
"49187","0","2","2"
"50121","6","5","11"
"53390","7","14","21"
"54862","2","6","8"
"42257","4","2","6"
"42868","8","6","14"
"49960","22","96","118"
"49488","80","70","150"
"42380","10","16","26"
"51139","0","3","3"
"47222","6","8","14"
"47441","4","8","12"
"53975","12","9","21"
"43839","0","4","4"
"43388","1","4","5"
"44501","21","50","71"
"44683","7","0","7"
"46187","0","12","12"
"46317","6","6","12"
"49233","1","0","1"
"46414","8","0","8"
"50606","2","8","10"
"53996","0","12","12"
"47353","16","13","29"
"48194","7","11","18"
"53008","14","12","26"
"55115","0","15","15"
"50201","1","2","3"
"46953","55","25","80"
"42295","4","7","11"
"45000","0","1","1"
"43774","0","6","6"
"55866","348","154","502"
"44707","4","20","24"
"46462","16","25","41"
"46063","2","4","6"
"45196","4","4","8"
"47939","6","14","20"
"54366","2","26","28"
"42209","0","2","2"
"51850","20","15","35"
"46299","5","10","15"
"55150","13","35","48"
"55258","0","2","2"
"46859","6","1","7"
"50284","0","1","1"
"43987","1","1","2"
"53635","5","6","11"
"46491","3","1","4"
"54442","5","5","10"
"42996","0","4","4"
"50493","0","4","4"
"50273","2","1","3"
"46070","11","27","38"
"52876","167","206","373"
"50752","13","7","20"
"44394","9","48","57"
"49869","14","20","34"
"53282","8","9","17"
"53231","2","4","6"
"43992","1","1","2"
"48691","54","49","103"
"44369","6","9","15"
"55263","8","8","16"
"43268","4","3","7"
"53776","2","4","6"
"53670","633","160","793"
"43548","12","18","30"
"52823","6","7","13"
"49316","6","3","9"
"49865","1","1","2"
"49631","2","4","6"
"46018","114","113","227"
"45407","0","2","2"
"43070","10","32","42"
"54685","2","2","4"
"45474","2","0","2"
"49268","22","15","37"
"53962","6","7","13"
"49402","70","45","115"
"50134","8","17","25"
"45909","11","9","20"
"46183","5","23","28"
"52358","2","2","4"
"47037","10","11","21"
"53115","4","6","10"
"47396","1","1","2"
"49602","3","7","10"
"49741","30","22","52"
"43715","2","6","8"
"52252","5","13","18"
"53882","5","25","30"
"48831","5","19","24"
"54656","1","1","2"
"55502","15","31","46"
"48982","15","10","25"
"49067","24","24","48"
"47073","10","14","24"
"47348","1","1","2"
"53310","6","10","16"
"53844","6","5","11"
"51576","2","0","2"
"52987","14","34","48"
"45895","20","38","58"
"55122","12","12","24"
"45368","14","12","26"
"52646","5","16","21"
"42285","7","10","17"
"43289","5","10","15"
"45394","7","8","15"
"44223","149","238","387"
"42180","1","1","2"
"50162","35","87","122"
"50973","1","1","2"
"44932","6","9","15"
"47481","173","94","267"
"48004","5","10","15"
"49963","1","1","2"
"46061","4","12","16"
"49605","1","4","5"
"52110","15","12","27"
"55624","48","269","317"
"51347","26","20","46"
"55913","6","8","14"
"45207","0","7","7"
"49503","4","1","5"
"53942","13","9","22"
"55768","12","23","35"
"45098","8","31","39"
"52301","2","0","2"
"43324","5","1","6"
"55159","375","433","808"
"48137","31","48","79"
"49962","1","0","1"
"42265","11","28","39"
"43636","16","26","42"
"48685","44","43","87"
"45946","4","1","5"
"44556","7","0","7"
"49010","3","0","3"
"50531","1","0","1"
"53098","1","3","4"
"44872","2","4","6"
"55819","68","38","106"
"45506","5","8","13"
"53389","12","11","23"
"55286","12","9","21"
"50283","2","12","14"
"49622","5","0","5"
"52132","13","6","19"
"49013","10","30","40"
"53518","3","3","6"
"44643","36","17","53"
"51356","7","13","20"
"43642","8","16","24"
"50042","3","9","12"
"45077","3","4","7"
"47264","5","15","20"
"48671","6","16","22"
"48066","5","0","5"
"43568","1","1","2"
"55505","6","0","6"
"52023","4","5","9"
"55571","6","3","9"
"51349","12","27","39"
"52706","16","14","30"
"45018","20","14","34"
"45401","6","7","13"
"47672","98","55","153"
"52098","0","1","1"
"55688","3","0","3"
"43905","1","8","9"
"45290","2","0","2"
"52848","4","3","7"
"48079","5","5","10"
"54427","1","2","3"
"55264","10","2","12"
"45249","10","10","20"
"43841","25","15","40"
"43096","2","5","7"
"50946","2","4","6"
"45462","2","4","6"
"53105","12","13","25"
"52289","7","25","32"
"54246","16","12","28"
"46786","2","6","8"
"47400","6","26","32"
"52387","3","4","7"
"47468","0","1","1"
"49859","2","2","4"
"47421","4","8","12"
"47480","0","2","2"
"52944","7","25","32"
"45911","4","6","10"
"54878","0","7","7"
"44660","5","0","5"
"54633","2","16","18"
"42462","35","30","65"
"46565","0","2","2"
"54485","10","12","22"
"51479","26","55","81"
"50996","0","3","3"
"53330","2","3","5"
"44009","7","7","14"
"51232","10","25","35"
"55254","5","0","5"
"42174","5","15","20"
"44537","6","10","16"
"49201","45","34","79"
"53811","0","4","4"
"44045","4","3","7"
"45436","50","150","200"
"54281","5","12","17"
"50569","4","12","16"
"50714","0","3","3"
"48845","7","7","14"
"51863","8","44","52"
"52238","0","4","4"
"51284","4","8","12"
"51589","1","1","2"
"46181","9","36","45"
"47667","8","7","15"
"52364","2","8","10"
"52914","6","8","14"
"48406","9","8","17"
"50142","10","20","30"
"45892","2","2","4"
"55848","20","14","34"
"49025","9","14","23"
"53439","5","5","10"
"52016","9","11","20"
"45662","2","1","3"
"45612","8","6","14"
"45572","2","6","8"
"43012","0","2","2"
"48781","0","1","1"
"52628","15","40","55"
"53951","12","7","19"
"49858","1","1","2"
"47934","0","1","1"
"55291","4","3","7"
"48418","","","4"
"54926","10","5","15"
"43381","4","4","8"
"43728","24","21","45"
"46932","4","1","5"
"51004","10","9","19"
"44987","8","7","15"
"43031","1","0","1"
"44888","321","27","348"
"42579","9","8","17"
"43310","2","1","3"
"49490","1","11","12"
"53909","3","0","3"
"43567","35","28","63"
"54336","13","6","19"
"46153","6","0","6"
"43847","14","22","36"
"51181","1","1","2"
"51316","2","3","5"
"54415","10","11","21"
"54769","293","173","466"
"46113","5","70","75"
"43663","0","1","1"
"45020","4","6","10"
"51067","0","4","4"
"43649","15","15","30"
"54303","6","5","11"
"53639","6","0","6"
"49424","0","1","1"
"53401","2","4","6"
"42778","12","12","24"
"44314","3","7","10"
"47821","0","4","4"
"46116","8","12","20"
"47720","6","8","14"
"53897","1","1","2"
"53943","10","15","25"
"42760","3","13","16"
"45754","2","5","7"
"53582","10","4","14"
"51750","11","13","24"
"44494","2","18","20"
"45833","2","4","6"
"46126","2","4","6"
"50248","1","2","3"
"53107","0","5","5"
"54689","0","6","6"
"43085","3","10","13"
"51193","4","3","7"
"45174","3","11","14"
"48359","4","7","11"
"44993","4","5","9"
"47585","91","31","122"
"52490","4","18","22"
"43859","1","2","3"
"47945","10","3","13"
"43375","8","8","16"
"46979","10","20","30"
"47536","0","1","1"
"48709","3","2","5"
"52874","10","5","15"
"44313","4","0","4"
"45034","112","40","152"
"42256","13","44","57"
"51095","0","9","9"
"43993","35","50","85"
"47621","24","66","90"
"44757","1","7","8"
"42590","5","27","32"
"54863","2","1","3"
"45298","10","20","30"
"54928","6","6","12"
"52883","4","16","20"
"55447","3","3","6"
"43142","5","13","18"
"43709","2","0","2"
"51403","9","5","14"
"49043","4","2","6"
"52740","4","2","6"
"42928","18","37","55"
"51384","71","82","153"
"43603","0","1","1"
"49868","25","54","79"
"51422","1","1","2"
"42569","1","1","2"
"47194","6","10","16"
"43754","8","1","9"
"51592","0","1","1"
"55838","8","16","24"
"45568","0","1","1"
"54086","0","4","4"
"44654","2","44","46"
"44703","3","0","3"
"46409","4","6","10"
"50597","1","1","2"
"42148","5","19","24"
"46234","4","6","10"
"48217","7","10","17"
"47122","15","14","29"
"53150","1","0","1"
"53265","5","3","8"
"55481","0","2","2"
"46327","0","2","2"
"42784","3","5","8"
"43533","5","8","13"
"47511","0","4","4"
"51164","18","52","70"
"53148","4","4","8"
"55107","3","2","5"
"43528","3","7","10"
"47550","0","5","5"
"46627","12","32","44"
"43670","13","23","36"
"52140","4","10","14"
"46067","18","11","29"
"48947","3","5","8"
"51964","0","1","1"
"54352","10","41","51"
"43666","1","2","3"
"51223","2","2","4"
"53180","4","3","7"
"42939","0","4","4"
"43701","1","2","3"
"55021","6","5","11"
"43672","7","10","17"
"44557","13","12","25"
"43999","3","6","9"
"47996","8","14","22"
"48826","5","3","8"
"43832","1","1","2"
"45904","15","22","37"
"46619","7","17","24"
"49721","35","26","61"
"50323","10","8","18"
"53571","3","7","10"
"43920","11","32","43"
"43332","7","7","14"
"44867","6","5","11"
"43191","4","11","15"
"46967","0","1","1"
"43180","20","29","49"
"53902","12","18","30"
"46045","2","2","4"
"48787","9","2","11"
"46297","40","17","57"
"52744","5","15","20"
"46805","2","6","8"
"51578","0","1","1"
"52326","9","15","24"
"42249","0","3","3"
"42743","3","3","6"
"52786","1","11","12"
"49028","5","63","68"
"47312","0","25","25"
"53830","3","7","10"
"44832","5","9","14"
"51637","4","8","12"
"45763","7","21","28"
"52207","5","10","15"
"46694","6","19","25"
"42689","6","1","7"
"53448","4","0","4"
"47046","2","3","5"
"42606","6","5","11"
"43516","6","12","18"
"44078","2","9","11"
"44332","9","14","23"
"46962","36","105","141"
"49345","5","4","9"
"52974","6","4","10"
"48949","0","1","1"
"48433","3","3","6"
"42925","4","7","11"
"44418","1","0","1"
"45679","10","25","35"
"44169","2","5","7"
"43988","3","1","4"
"50925","12","10","22"
"51961","15","21","36"
"52439","4","4","8"
"43255","2","8","10"
"44969","0","7","7"
"46465","12","37","49"
"46940","70","65","135"
"48597","1","1","2"
"47620","19","40","59"
"44164","1","0","1"
"45012","0","3","3"
"54207","7","15","22"
"46471","0","3","3"
"49394","2","5","7"
"55813","0","1","1"
"42263","2","15","17"
"46869","2","1","3"
"45304","4","3","7"
"44235","22","28","50"
"49270","4","1","5"
"54402","5","6","11"
"46677","4","16","20"
"49599","15","11","26"
"47392","1","4","5"
"55558","4","16","20"
"55640","8","3","11"
"48093","33","6","39"
"55929","6","6","12"
"48189","3","4","7"
"43933","0","1","1"
"51261","11","18","29"
"50293","0","5","5"
"54110","2","2","4"
"42140","5","0","5"
"50330","7","30","37"
"42317","1","1","2"
"46482","22","56","78"
"42812","4","4","8"
"43512","5","10","15"
"45197","1","1","2"
"46708","1","9","10"
"50384","15","15","30"
"55319","20","8","28"
"43727","8","25","33"
"55523","4","8","12"
"52296","3","14","17"
"43056","12","19","31"
"49333","6","12","18"
"51395","39","159","198"
"43717","0","6","6"
"49955","6","20","26"
"49314","3","3","6"
"48417","0","2","2"
"52488","55","15","70"
"47640","14","4","18"
"52199","3","2","5"
"43902","0","3","3"
"49538","6","17","23"
"50719","20","10","30"
"53072","8","3","11"
"48438","23","11","34"
"45714","27","9","36"
"53335","8","9","17"
"55760","2","5","7"
"45617","6","10","16"
"51337","5","12","17"
"43890","34","60","94"
"51307","12","4","16"
"50832","1","1","2"
"45127","4","6","10"
"49381","92","60","152"
"49811","28","93","121"
"43545","28","87","115"
"46177","10","0","10"
"48351","2","5","7"
"49670","7","6","13"
"53370","13","13","26"
"52822","5","10","15"
"51937","","","11"
"42084","2","2","4"
"45416","9","18","27"
"46052","0","1","1"
"42605","1","0","1"
"53261","2","4","6"
"49509","24","68","92"
"53058","0","11","11"
"55104","33","56","89"
"54869","2","3","5"
"48253","20","32","52"
"45931","23","65","88"
"48636","1","1","2"
"55167","8","6","14"
"44379","6","7","13"
"43276","2","2","4"
"48646","12","18","30"
"47171","8","15","23"
"45238","28","20","48"
"50742","0","1","1"
"42552","3","2","5"
"47075","6","17","23"
"45814","2","4","6"
"51075","0","15","15"
"53609","7","18","25"
"51053","245","134","379"
"55293","1","5","6"
"50954","2","6","8"
"55090","0","1","1"
"46068","4","0","4"
"47415","6","10","16"
"50608","0","1","1"
"45530","1","20","21"
"45846","0","6","6"
"54323","6","18","24"
"49822","5","10","15"
"44835","4","30","34"
"50187","5","10","15"
"53590","2","0","2"
"54368","32","32","64"
"55800","10","23","33"
"47328","1","0","1"
"44551","24","5","29"
"51627","16","8","24"
"51889","0","10","10"
"54797","3","8","11"
"44507","2","8","10"
"54584","2","2","4"
"46746","6","8","14"
"54322","5","24","29"
"49997","2","8","10"
"44358","11","12","23"
"48553","0","1","1"
"54594","50","50","100"
"45233","0","5","5"
"46529","0","2","2"
"48403","2","4","6"
"52919","50","150","200"
"50209","0","1","1"
"42381","1","1","2"
"43937","1","2","3"
"53934","25","10","35"
"48390","29","24","53"
"55791","7","8","15"
"52641","604","238","842"
"49828","16","0","16"
"53181","3","5","8"
"53488","1","2","3"
"55902","10","5","15"
"50580","1","1","2"
"52622","6","8","14"
"46386","5","0","5"
"51806","50","24","74"
"46577","14","21","35"
"48861","4","8","12"
"52703","36","44","80"
"54064","5","7","12"
"43591","2","4","6"
"43884","16","19","35"
"45111","0","20","20"
"49140","5","6","11"
"46772","3","8","11"
"51999","2","1","3"
"55166","3","2","5"
"55770","0","3","3"
"44471","3","11","14"
"46210","9","16","25"
"47904","0","10","10"
"48812","47","36","83"
"49776","1","3","4"
"53327","6","0","6"
"42426","7","28","35"
"47244","10","17","27"
"50351","35","123","158"
"50619","30","16","46"
"43756","20","25","45"
"47846","11","0","11"
"48981","5","13","18"
"49656","310","190","500"
"42535","9","5","14"
"45493","1","7","8"
"46743","20","19","39"
"48864","4","10","14"
"51327","6","5","11"
"48601","0","16","16"
"52669","12","9","21"
"55629","10","10","20"
