,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers
22342,209711,1.0,0.0,0.0,0.0,0.0
22343,192259,1.0,0.0,1.0,1.0,1.0
22344,204290,1.0,0.0,0.0,0.0,1.0
22345,206908,1.0,50.0,1.0,1.0,4.0
22346,194068,1.0,5.0,0.0,0.0,0.0
22347,182914,1.0,11.0,1.0,1.0,6.0
22348,184735,1.0,1.0,1.0,0.0,1.0
22349,194124,1.0,1.0,1.0,0.0,1.0
22350,190031,1.0,6.0,1.0,1.0,1.0
22351,189900,1.0,5.0,0.0,0.0,1.0
22352,169221,1.0,8.0,1.0,1.0,1.0
22353,187485,1.0,0.0,1.0,0.0,1.0
22354,165614,1.0,1.0,1.0,0.0,1.0
22355,162448,1.0,1.0,1.0,0.0,1.0
22356,179897,1.0,1.0,0.0,0.0,1.0
22357,190375,1.0,6.0,0.0,0.0,1.0
22358,206382,1.0,4.0,1.0,1.0,1.0
22359,208896,0.0,0.0,0.0,0.0,0.0
22360,176651,1.0,1.0,1.0,0.0,0.0
22361,202910,1.0,1.0,0.0,0.0,1.0
22362,189259,1.0,7.0,0.0,0.0,1.0
22363,206858,1.0,2.0,0.0,0.0,2.0
22364,182961,1.0,1.0,0.0,1.0,1.0
22365,205969,1.0,1.0,1.0,0.0,1.0
22366,171594,1.0,1.0,1.0,0.0,1.0
22367,192588,1.0,0.0,0.0,0.0,1.0
22368,174101,1.0,0.0,0.0,0.0,0.0
22369,203801,1.0,1.0,1.0,0.0,1.0
22370,182464,1.0,1.0,1.0,0.0,1.0
22371,200348,1.0,1.0,0.0,0.0,1.0
22372,179967,1.0,0.0,1.0,0.0,1.0
22373,171756,1.0,8.0,1.0,1.0,2.0
22374,172686,1.0,0.0,1.0,1.0,1.0
22375,170444,9.0,1.0,0.0,0.0,1.0
22376,156967,1.0,4.0,1.0,0.0,1.0
22377,178370,1.0,7.0,2.0,1.0,0.0
22378,199398,1.0,1.0,1.0,0.0,0.0
22379,203002,1.0,1.0,0.0,0.0,1.0
22380,205351,1.0,1.0,0.0,0.0,1.0
22381,185062,1.0,1.0,1.0,0.0,1.0
22382,206002,1.0,1.0,1.0,0.0,1.0
22383,160868,1.0,3.0,0.0,0.0,3.0
22384,172642,8.0,59.0,8.0,1.0,1.0
22385,178142,1.0,1.0,1.0,0.0,1.0
22386,182132,1.0,60.0,4.0,1.0,1.0
22387,163864,1.0,1.0,0.0,0.0,1.0
22388,176489,1.0,26.0,1.0,1.0,1.0
22389,191137,1.0,1.0,1.0,1.0,1.0
22390,202395,1.0,1.0,0.0,0.0,1.0
22391,202301,1.0,1.0,1.0,0.0,1.0
22392,203137,1.0,4.0,1.0,0.0,1.0
22393,158983,1.0,1.0,0.0,0.0,1.0
22394,184802,1.0,1.0,1.0,1.0,1.0
22395,185566,1.0,1.0,1.0,0.0,1.0
22396,185634,1.0,5.0,1.0,1.0,1.0
22397,203020,1.0,9.0,1.0,0.0,1.0
22398,173825,1.0,8.0,1.0,1.0,2.0
22399,165314,1.0,1.0,0.0,0.0,0.0
22400,168134,1.0,1.0,1.0,1.0,1.0
22401,177989,1.0,1.0,1.0,0.0,1.0
22402,178682,1.0,1.0,1.0,1.0,1.0
22403,186502,1.0,1.0,1.0,1.0,1.0
22404,182739,1.0,0.0,1.0,0.0,1.0
22405,206602,1.0,1.0,1.0,1.0,1.0
22406,190069,1.0,0.0,1.0,0.0,1.0
22407,209640,1.0,6.0,0.0,1.0,1.0
22408,179316,1.0,1.0,1.0,0.0,1.0
22409,164204,1.0,1.0,1.0,1.0,1.0
22410,178116,2.0,0.0,1.0,0.0,2.0
22411,203302,1.0,8.0,1.0,1.0,1.0
22412,157204,1.0,1.0,1.0,0.0,1.0
22413,181224,1.0,1.0,1.0,1.0,1.0
22414,188038,1.0,1.0,0.0,0.0,0.0
22415,169083,1.0,1.0,1.0,1.0,1.0
22416,175981,1.0,1.0,1.0,1.0,1.0
22417,184326,1.0,4.0,1.0,0.0,1.0
22418,209253,0.0,0.0,0.0,0.0,0.0
22419,192072,1.0,1.0,1.0,0.0,1.0
22420,193487,1.0,1.0,1.0,1.0,1.0
22421,198613,1.0,1.0,1.0,1.0,1.0
22422,203626,1.0,1.0,1.0,1.0,1.0
22423,162442,1.0,1.0,1.0,1.0,1.0
22424,196898,1.0,0.0,1.0,0.0,1.0
22425,161490,1.0,4.0,1.0,0.0,1.0
22426,155166,1.0,0.0,1.0,0.0,1.0
22427,186160,1.0,1.0,1.0,1.0,1.0
22428,197497,1.0,1.0,0.0,0.0,1.0
22429,156201,0.0,0.0,0.0,0.0,0.0
22430,190134,2.0,20.0,1.0,1.0,2.0
22431,174160,1.0,1.0,1.0,1.0,1.0
22432,208440,1.0,1.0,1.0,0.0,1.0
22433,184996,1.0,1.0,1.0,1.0,1.0
22434,181749,1.0,0.0,1.0,0.0,1.0
22435,156907,1.0,1.0,1.0,0.0,1.0
22436,204961,1.0,0.0,0.0,0.0,0.0
22437,168666,1.0,1.0,1.0,1.0,1.0
22438,177925,1.0,1.0,1.0,1.0,1.0
22439,154657,1.0,1.0,1.0,0.0,1.0
22440,202708,1.0,1.0,1.0,0.0,1.0
22441,183742,1.0,4.0,0.0,1.0,1.0
22442,174957,1.0,1.0,1.0,0.0,1.0
22443,194204,1.0,1.0,1.0,1.0,1.0
22444,181901,1.0,0.0,1.0,0.0,1.0
22445,198608,1.0,1.0,1.0,0.0,1.0
22446,172553,1.0,1.0,1.0,0.0,1.0
22447,167083,1.0,0.0,1.0,0.0,1.0
22448,207846,1.0,1.0,1.0,1.0,1.0
22449,178668,1.0,0.0,0.0,0.0,0.0
22450,189163,1.0,1.0,1.0,1.0,1.0
22451,160497,1.0,25.0,1.0,1.0,1.0
22452,160441,1.0,2.0,1.0,0.0,1.0
22453,168108,1.0,6.0,1.0,1.0,1.0
22454,184257,1.0,1.0,1.0,0.0,1.0
22455,196811,1.0,0.0,0.0,0.0,1.0
22456,202775,1.0,1.0,0.0,0.0,1.0
22457,173011,1.0,7.0,1.0,0.0,1.0
22458,194115,1.0,5.0,0.0,0.0,1.0
22459,194045,1.0,1.0,0.0,0.0,1.0
22460,156764,1.0,1.0,1.0,1.0,1.0
22461,198882,1.0,1.0,1.0,1.0,1.0
22462,208409,1.0,7.0,1.0,0.0,0.0
22463,174301,1.0,1.0,1.0,1.0,1.0
22464,201883,1.0,1.0,1.0,1.0,1.0
22465,186290,1.0,1.0,1.0,1.0,1.0
22466,205127,1.0,1.0,0.0,0.0,1.0
22467,192265,1.0,1.0,0.0,0.0,1.0
22468,196131,1.0,0.0,1.0,0.0,1.0
22469,204851,1.0,4.0,1.0,0.0,1.0
22470,205767,1.0,1.0,1.0,0.0,1.0
22471,197981,1.0,0.0,0.0,0.0,0.0
22472,203086,1.0,5.0,1.0,0.0,1.0
22473,176656,2.0,1.0,1.0,0.0,1.0
22474,177472,1.0,1.0,1.0,0.0,1.0
22475,183663,1.0,7.0,0.0,1.0,1.0
22476,203393,1.0,1.0,0.0,0.0,1.0
22477,206983,1.0,1.0,1.0,1.0,1.0
22478,194731,1.0,12.0,1.0,0.0,1.0
22479,186455,1.0,1.0,0.0,0.0,1.0
22480,200346,1.0,1.0,1.0,1.0,1.0
22481,174244,1.0,1.0,1.0,1.0,1.0
22482,204407,1.0,1.0,1.0,0.0,1.0
22483,171950,1.0,1.0,1.0,0.0,1.0
22484,173502,1.0,12.0,1.0,1.0,1.0
22485,203166,0.0,1.0,0.0,0.0,0.0
22486,174552,1.0,0.0,0.0,0.0,1.0
22487,175669,1.0,1.0,1.0,1.0,0.0
22488,168913,1.0,1.0,1.0,1.0,1.0
22489,182907,1.0,1.0,1.0,1.0,1.0
22490,194975,1.0,1.0,1.0,1.0,1.0
22491,189762,1.0,14.0,1.0,1.0,1.0
22492,196291,1.0,1.0,0.0,0.0,1.0
22493,170465,1.0,9.0,0.0,0.0,6.0
22494,185183,1.0,1.0,1.0,1.0,1.0
22495,199802,1.0,1.0,1.0,0.0,1.0
22496,207435,1.0,1.0,1.0,0.0,1.0
22497,163189,1.0,1.0,1.0,0.0,0.0
22498,207478,1.0,3.0,1.0,1.0,1.0
22499,187712,1.0,1.0,1.0,1.0,1.0
22500,176698,1.0,1.0,1.0,1.0,1.0
22501,172128,1.0,1.0,1.0,1.0,1.0
22502,205180,1.0,0.0,1.0,0.0,1.0
22503,191358,1.0,1.0,1.0,1.0,1.0
22504,194327,1.0,1.0,1.0,1.0,1.0
22505,168716,0.0,0.0,0.0,0.0,0.0
22506,203806,1.0,1.0,1.0,1.0,1.0
22507,195014,1.0,0.0,1.0,1.0,1.0
22508,209501,1.0,8.0,2.0,2.0,1.0
22509,180444,1.0,0.0,1.0,0.0,1.0
22510,158121,1.0,1.0,0.0,0.0,1.0
22511,178398,1.0,15.0,1.0,0.0,1.0
22512,195779,1.0,1.0,1.0,1.0,1.0
22513,206383,1.0,0.0,1.0,1.0,1.0
22514,194351,1.0,1.0,1.0,1.0,1.0
22515,202746,1.0,0.0,0.0,0.0,1.0
22516,196553,2.0,0.0,1.0,0.0,2.0
22517,201711,1.0,1.0,1.0,0.0,1.0
22518,175512,1.0,1.0,1.0,1.0,1.0
22519,186633,1.0,1.0,0.0,0.0,1.0
22520,158080,1.0,1.0,0.0,0.0,1.0
22521,186933,1.0,0.0,0.0,0.0,1.0
22522,179143,1.0,1.0,1.0,1.0,1.0
22523,175066,1.0,18.0,1.0,1.0,1.0
22524,178007,1.0,1.0,1.0,1.0,1.0
22525,202846,0.0,1.0,0.0,0.0,0.0
22526,208056,1.0,4.0,1.0,1.0,0.0
22527,177793,1.0,0.0,1.0,0.0,1.0
22528,188778,1.0,1.0,1.0,0.0,1.0
22529,177450,1.0,1.0,1.0,0.0,1.0
22530,183441,1.0,0.0,0.0,0.0,1.0
22531,183563,1.0,8.0,2.0,1.0,1.0
22532,192563,1.0,1.0,0.0,0.0,1.0
22533,175481,1.0,0.0,0.0,0.0,0.0
22534,175421,1.0,6.0,1.0,1.0,1.0
22535,185895,1.0,5.0,2.0,0.0,1.0
22536,187752,1.0,1.0,1.0,0.0,1.0
22537,181228,1.0,1.0,1.0,1.0,1.0
22538,208750,1.0,4.0,1.0,0.0,1.0
22539,199700,1.0,1.0,0.0,0.0,1.0
22540,209536,1.0,12.0,1.0,1.0,1.0
22541,185226,1.0,1.0,1.0,0.0,1.0
22542,157908,1.0,6.0,1.0,1.0,1.0
22543,192597,1.0,1.0,1.0,0.0,1.0
22544,209007,1.0,1.0,1.0,1.0,1.0
22545,179603,1.0,0.0,1.0,0.0,1.0
22546,173180,1.0,1.0,1.0,1.0,1.0
22547,184738,1.0,4.0,1.0,1.0,1.0
22548,166655,1.0,1.0,1.0,1.0,1.0
22549,171154,1.0,5.0,2.0,1.0,1.0
22550,185736,1.0,1.0,0.0,0.0,0.0
22551,206219,1.0,0.0,1.0,1.0,0.0
22552,165599,1.0,1.0,1.0,0.0,1.0
22553,179686,1.0,1.0,1.0,1.0,1.0
22554,182615,1.0,1.0,1.0,0.0,1.0
22555,182886,1.0,1.0,1.0,1.0,1.0
22556,176919,1.0,1.0,0.0,1.0,1.0
22557,198503,1.0,7.0,1.0,7.0,1.0
22558,193781,2.0,16.0,3.0,1.0,1.0
22559,171115,2.0,1.0,2.0,1.0,2.0
22560,190596,1.0,1.0,0.0,0.0,1.0
22561,197416,1.0,1.0,1.0,1.0,1.0
22562,161386,1.0,0.0,1.0,0.0,1.0
22563,155446,1.0,1.0,1.0,1.0,1.0
22564,171691,1.0,35.0,1.0,0.0,1.0
22565,174180,1.0,1.0,1.0,1.0,1.0
22566,171019,1.0,1.0,1.0,0.0,1.0
22567,175816,1.0,1.0,1.0,1.0,1.0
22568,194605,1.0,1.0,0.0,0.0,1.0
22569,192797,1.0,9.0,1.0,1.0,1.0
22570,164055,1.0,1.0,1.0,1.0,1.0
22571,198706,1.0,0.0,0.0,0.0,0.0
22572,174030,1.0,0.0,1.0,0.0,1.0
22573,185500,1.0,0.0,1.0,0.0,1.0
22574,162562,1.0,0.0,1.0,1.0,0.0
22575,175692,1.0,1.0,1.0,1.0,1.0
22576,208121,1.0,40.0,1.0,1.0,6.0
22577,168078,1.0,7.0,2.0,0.0,0.0
22578,194474,1.0,1.0,1.0,1.0,1.0
22579,178885,1.0,1.0,0.0,0.0,1.0
22580,165698,1.0,0.0,1.0,1.0,1.0
22581,166569,1.0,1.0,1.0,0.0,1.0
22582,160458,1.0,1.0,1.0,1.0,1.0
22583,177427,1.0,2.0,1.0,1.0,1.0
22584,179198,1.0,6.0,1.0,1.0,1.0
22585,186283,1.0,7.0,1.0,0.0,1.0
22586,173975,1.0,0.0,0.0,0.0,0.0
22587,189770,1.0,1.0,0.0,0.0,2.0
22588,205737,8.0,97.0,8.0,1.0,1.0
22589,202984,1.0,1.0,0.0,0.0,1.0
22590,193984,1.0,1.0,1.0,0.0,1.0
22591,156636,1.0,1.0,1.0,0.0,1.0
22592,173078,1.0,0.0,0.0,0.0,0.0
22593,156729,1.0,54.0,1.0,1.0,2.0
22594,201282,1.0,0.0,0.0,0.0,0.0
22595,168970,1.0,9.0,5.0,1.0,9.0
22596,183138,1.0,11.0,2.0,0.0,4.0
22597,187762,1.0,1.0,1.0,1.0,1.0
22598,162979,1.0,13.0,1.0,1.0,2.0
22599,169329,1.0,1.0,1.0,1.0,1.0
22600,172828,1.0,1.0,1.0,1.0,1.0
22601,175416,1.0,1.0,1.0,1.0,1.0
22602,201929,1.0,1.0,0.0,0.0,1.0
22603,182061,1.0,1.0,1.0,0.0,1.0
22604,192541,1.0,1.0,1.0,1.0,1.0
22605,160076,1.0,1.0,1.0,0.0,1.0
22606,180166,1.0,1.0,0.0,0.0,1.0
22607,182815,1.0,0.0,1.0,1.0,1.0
22608,180491,1.0,0.0,1.0,0.0,0.0
22609,191945,1.0,1.0,0.0,0.0,1.0
22610,184817,1.0,0.0,0.0,0.0,1.0
22611,162003,1.0,0.0,1.0,1.0,1.0
22612,169961,1.0,1.0,1.0,0.0,1.0
22613,176495,1.0,9.0,1.0,0.0,0.0
22614,203083,1.0,1.0,1.0,0.0,1.0
22615,199213,1.0,30.0,1.0,1.0,1.0
22616,171463,1.0,9.0,0.0,0.0,0.0
22617,171719,1.0,1.0,1.0,1.0,1.0
22618,173033,2.0,15.0,0.0,0.0,1.0
22619,188605,1.0,0.0,0.0,0.0,1.0
22620,192390,2.0,1.0,2.0,1.0,2.0
22621,206979,1.0,0.0,0.0,0.0,0.0
22622,205846,1.0,1.0,1.0,1.0,1.0
22623,156168,1.0,1.0,1.0,1.0,1.0
22624,189425,1.0,4.0,1.0,0.0,1.0
22625,198082,1.0,0.0,0.0,0.0,0.0
22626,198670,1.0,1.0,1.0,5.0,1.0
22627,192785,1.0,34.0,1.0,0.0,0.0
22628,169936,1.0,1.0,1.0,0.0,1.0
22629,189578,1.0,1.0,1.0,1.0,1.0
22630,190273,1.0,1.0,1.0,1.0,1.0
22631,198768,1.0,1.0,0.0,1.0,1.0
22632,183651,1.0,0.0,1.0,0.0,1.0
22633,206721,1.0,1.0,1.0,0.0,1.0
22634,166075,1.0,11.0,1.0,0.0,1.0
22635,186037,1.0,1.0,1.0,1.0,1.0
22636,174282,1.0,1.0,1.0,0.0,1.0
22637,172754,1.0,1.0,1.0,0.0,1.0
22638,168890,1.0,1.0,1.0,0.0,1.0
22639,171180,1.0,1.0,1.0,1.0,1.0
22640,160896,1.0,1.0,1.0,0.0,1.0
22641,159259,1.0,0.0,1.0,0.0,1.0
22642,183826,1.0,0.0,1.0,0.0,1.0
22643,170698,1.0,1.0,0.0,0.0,0.0
22644,177009,1.0,6.0,1.0,0.0,1.0
22645,186220,1.0,0.0,0.0,0.0,1.0
22646,205459,1.0,1.0,1.0,1.0,1.0
22647,204249,1.0,0.0,1.0,0.0,1.0
22648,171229,1.0,1.0,1.0,0.0,1.0
22649,187108,2.0,55.0,1.0,1.0,1.0
22650,171042,1.0,0.0,1.0,1.0,1.0
22651,156166,1.0,1.0,1.0,1.0,1.0
22652,178933,1.0,1.0,1.0,0.0,1.0
22653,196358,1.0,0.0,0.0,0.0,0.0
22654,202114,1.0,0.0,0.0,0.0,1.0
22655,180267,1.0,1.0,1.0,1.0,1.0
22656,188775,1.0,1.0,1.0,1.0,1.0
22657,170413,1.0,1.0,1.0,1.0,1.0
22658,173885,1.0,0.0,1.0,0.0,1.0
22659,183366,1.0,1.0,0.0,0.0,1.0
22660,166058,1.0,1.0,0.0,0.0,1.0
22661,200931,1.0,0.0,1.0,1.0,1.0
22662,206861,1.0,3.0,1.0,1.0,1.0
22663,193921,1.0,1.0,0.0,1.0,1.0
22664,159127,1.0,1.0,1.0,0.0,1.0
22665,209245,1.0,1.0,0.0,0.0,0.0
22666,205357,1.0,1.0,1.0,0.0,1.0
22667,206856,1.0,0.0,0.0,0.0,0.0
22668,206441,1.0,1.0,1.0,0.0,1.0
22669,209450,1.0,5.0,1.0,0.0,1.0
22670,162134,1.0,5.0,1.0,0.0,1.0
22671,191493,1.0,1.0,1.0,0.0,1.0
22672,201518,1.0,1.0,0.0,1.0,1.0
22673,199026,1.0,1.0,1.0,1.0,1.0
22674,169088,1.0,1.0,1.0,1.0,1.0
22675,187567,1.0,1.0,1.0,1.0,1.0
22676,202851,1.0,1.0,1.0,1.0,1.0
22677,166894,1.0,7.0,1.0,1.0,1.0
22678,174905,1.0,0.0,1.0,1.0,1.0
22679,162564,1.0,1.0,0.0,1.0,1.0
22680,193437,1.0,0.0,1.0,0.0,1.0
22681,163646,1.0,40.0,6.0,1.0,1.0
22682,185904,1.0,7.0,1.0,0.0,1.0
22683,197606,1.0,1.0,1.0,0.0,0.0
22684,195112,1.0,5.0,0.0,1.0,0.0
22685,204916,1.0,0.0,0.0,0.0,1.0
22686,205627,1.0,1.0,1.0,1.0,1.0
22687,165473,1.0,35.0,1.0,1.0,1.0
22688,165002,1.0,0.0,0.0,1.0,1.0
22689,172050,2.0,1.0,1.0,1.0,1.0
22690,182031,1.0,1.0,1.0,1.0,1.0
22691,160863,1.0,1.0,1.0,1.0,1.0
22692,182570,1.0,1.0,0.0,0.0,1.0
22693,191590,1.0,11.0,1.0,0.0,1.0
22694,181975,1.0,1.0,1.0,0.0,0.0
22695,160137,1.0,1.0,1.0,1.0,1.0
22696,187810,1.0,0.0,0.0,0.0,1.0
22697,188450,1.0,3.0,0.0,0.0,1.0
22698,204433,1.0,1.0,0.0,0.0,1.0
22699,159847,1.0,9.0,1.0,1.0,1.0
22700,176063,1.0,1.0,1.0,1.0,1.0
22701,157441,1.0,0.0,0.0,0.0,1.0
22702,166293,1.0,1.0,0.0,0.0,1.0
22703,162712,1.0,1.0,1.0,0.0,1.0
22704,166105,1.0,1.0,1.0,1.0,1.0
22705,174794,1.0,2.0,1.0,1.0,1.0
22706,175675,1.0,1.0,1.0,1.0,2.0
22707,170673,1.0,0.0,1.0,0.0,2.0
22708,180596,1.0,1.0,1.0,0.0,1.0
22709,183190,1.0,1.0,0.0,0.0,1.0
22710,201096,1.0,1.0,1.0,0.0,1.0
22711,163197,1.0,1.0,1.0,0.0,1.0
22712,192737,1.0,0.0,0.0,0.0,1.0
22713,175352,1.0,1.0,1.0,0.0,1.0
22714,182437,1.0,1.0,1.0,0.0,1.0
22715,162552,1.0,1.0,1.0,1.0,1.0
22716,174880,1.0,4.0,0.0,0.0,1.0
22717,183275,1.0,1.0,1.0,0.0,1.0
22718,184947,1.0,0.0,0.0,0.0,0.0
22719,165481,1.0,1.0,1.0,1.0,1.0
22720,155220,1.0,1.0,1.0,1.0,1.0
22721,209823,1.0,1.0,1.0,1.0,1.0
22722,187654,1.0,0.0,0.0,0.0,0.0
22723,200996,1.0,1.0,1.0,0.0,1.0
22724,201775,1.0,1.0,0.0,0.0,1.0
22725,174181,1.0,1.0,1.0,1.0,1.0
22726,206261,1.0,1.0,1.0,0.0,1.0
22727,158469,1.0,1.0,1.0,1.0,1.0
22728,168190,1.0,0.0,1.0,0.0,0.0
22729,186369,1.0,1.0,0.0,1.0,1.0
22730,192296,1.0,1.0,1.0,1.0,1.0
22731,177465,1.0,1.0,0.0,1.0,1.0
22732,181711,1.0,1.0,1.0,1.0,1.0
22733,156199,1.0,1.0,1.0,0.0,1.0
22734,172794,1.0,1.0,1.0,0.0,1.0
22735,180932,1.0,1.0,1.0,1.0,1.0
22736,198257,1.0,1.0,1.0,1.0,1.0
22737,199846,1.0,1.0,1.0,0.0,1.0
22738,194177,1.0,1.0,1.0,1.0,1.0
22739,209549,1.0,1.0,1.0,0.0,1.0
22740,178411,1.0,1.0,1.0,1.0,0.0
22741,188233,1.0,1.0,1.0,0.0,1.0
22742,207984,1.0,1.0,0.0,0.0,1.0
22743,194238,1.0,0.0,1.0,0.0,1.0
22744,170152,1.0,1.0,0.0,0.0,0.0
22745,182641,1.0,1.0,1.0,1.0,1.0
22746,157387,1.0,12.0,1.0,1.0,1.0
22747,192316,1.0,1.0,1.0,1.0,1.0
22748,190528,1.0,0.0,1.0,0.0,0.0
22749,202045,1.0,1.0,0.0,0.0,1.0
22750,169079,1.0,1.0,1.0,1.0,1.0
22751,155815,1.0,1.0,1.0,0.0,1.0
22752,169869,1.0,1.0,1.0,1.0,1.0
22753,171487,1.0,40.0,1.0,1.0,1.0
22754,177045,1.0,22.0,0.0,1.0,5.0
22755,185412,1.0,0.0,0.0,0.0,1.0
22756,157515,1.0,21.0,1.0,1.0,3.0
22757,163586,1.0,0.0,0.0,0.0,0.0
22758,202205,1.0,6.0,0.0,1.0,1.0
22759,181826,1.0,1.0,1.0,0.0,1.0
22760,193458,1.0,1.0,1.0,1.0,1.0
22761,173362,1.0,28.0,1.0,1.0,2.0
22762,179174,1.0,4.0,1.0,1.0,1.0
22763,207904,1.0,1.0,1.0,0.0,1.0
22764,193865,1.0,1.0,1.0,0.0,1.0
22765,161026,1.0,1.0,1.0,0.0,1.0
22766,167689,1.0,20.0,1.0,1.0,1.0
22767,200265,1.0,1.0,1.0,1.0,1.0
22768,170921,1.0,1.0,1.0,1.0,1.0
22769,187273,1.0,1.0,1.0,1.0,1.0
22770,187833,1.0,4.0,1.0,0.0,1.0
22771,197542,1.0,1.0,1.0,0.0,0.0
22772,188442,1.0,0.0,0.0,1.0,2.0
22773,197303,1.0,3.0,1.0,1.0,0.0
22774,197850,1.0,1.0,1.0,1.0,1.0
22775,172140,1.0,1.0,1.0,1.0,1.0
22776,193955,1.0,1.0,0.0,0.0,0.0
22777,172100,1.0,1.0,1.0,0.0,1.0
22778,186139,1.0,3.0,0.0,0.0,1.0
22779,203332,1.0,1.0,0.0,0.0,1.0
22780,157361,1.0,1.0,1.0,0.0,1.0
22781,178724,1.0,1.0,1.0,0.0,1.0
22782,191450,1.0,1.0,1.0,1.0,1.0
22783,174031,1.0,2.0,1.0,0.0,0.0
22784,209154,1.0,2.0,1.0,2.0,1.0
22785,172353,1.0,1.0,0.0,0.0,0.0
22786,209304,1.0,1.0,1.0,1.0,1.0
22787,169214,1.0,1.0,1.0,1.0,1.0
22788,161197,1.0,10.0,1.0,0.0,1.0
22789,184315,1.0,0.0,9.0,1.0,1.0
22790,184836,1.0,1.0,1.0,1.0,1.0
22791,187295,1.0,1.0,0.0,1.0,1.0
22792,202660,1.0,1.0,1.0,1.0,1.0
22793,193505,1.0,1.0,1.0,1.0,1.0
22794,197345,1.0,1.0,1.0,1.0,1.0
22795,204523,1.0,1.0,1.0,0.0,1.0
22796,170439,1.0,40.0,4.0,1.0,1.0
22797,168427,1.0,1.0,1.0,0.0,1.0
22798,191096,1.0,1.0,1.0,1.0,1.0
22799,161914,1.0,4.0,1.0,0.0,1.0
22800,170318,1.0,111.0,1.0,0.0,1.0
22801,192034,1.0,1.0,1.0,1.0,1.0
22802,163551,1.0,1.0,1.0,1.0,1.0
22803,171468,1.0,1.0,1.0,1.0,1.0
22804,173897,1.0,13.0,1.0,1.0,2.0
22805,199968,1.0,1.0,1.0,1.0,1.0
22806,164224,1.0,8.0,1.0,0.0,1.0
22807,169829,1.0,1.0,1.0,1.0,2.0
22808,189875,1.0,15.0,1.0,0.0,2.0
22809,208571,1.0,5.0,1.0,0.0,1.0
22810,182849,1.0,1.0,1.0,1.0,1.0
22811,173754,2.0,1.0,1.0,1.0,1.0
22812,187253,1.0,1.0,0.0,0.0,0.0
22813,208612,1.0,1.0,1.0,1.0,5.0
22814,177904,1.0,1.0,1.0,1.0,1.0
22815,191299,1.0,40.0,1.0,1.0,2.0
22816,164235,1.0,0.0,1.0,0.0,1.0
22817,187769,1.0,1.0,0.0,0.0,1.0
22818,190020,1.0,2.0,0.0,0.0,1.0
22819,209600,0.0,0.0,0.0,0.0,0.0
22820,168862,1.0,4.0,0.0,0.0,0.0
22821,158126,1.0,1.0,1.0,1.0,1.0
22822,179310,1.0,1.0,1.0,1.0,1.0
22823,158177,1.0,0.0,1.0,1.0,1.0
22824,192635,1.0,1.0,1.0,1.0,1.0
22825,173584,1.0,1.0,1.0,0.0,1.0
22826,174095,1.0,1.0,0.0,0.0,1.0
22827,179295,1.0,0.0,0.0,0.0,0.0
22828,187001,1.0,3.0,3.0,1.0,8.0
22829,181795,1.0,3.0,1.0,1.0,1.0
22830,189083,1.0,5.0,1.0,0.0,4.0
22831,191516,1.0,1.0,1.0,1.0,1.0
22832,161154,0.0,0.0,0.0,0.0,1.0
22833,163212,1.0,1.0,1.0,0.0,1.0
22834,172329,1.0,48.0,1.0,0.0,1.0
22835,206005,1.0,1.0,0.0,0.0,1.0
22836,176924,1.0,1.0,1.0,0.0,1.0
22837,181708,1.0,0.0,1.0,0.0,1.0
22838,170930,1.0,1.0,1.0,1.0,1.0
22839,206225,1.0,1.0,1.0,0.0,1.0
22840,168673,2.0,1.0,2.0,1.0,1.0
22841,197339,1.0,0.0,1.0,1.0,1.0
22842,187027,1.0,1.0,1.0,1.0,1.0
22843,170662,1.0,0.0,0.0,0.0,0.0
22844,169480,1.0,1.0,1.0,1.0,1.0
22845,157190,1.0,1.0,1.0,0.0,0.0
22846,208610,1.0,14.0,1.0,0.0,1.0
22847,158387,1.0,1.0,1.0,1.0,1.0
22848,181494,1.0,1.0,1.0,0.0,1.0
22849,156101,1.0,1.0,1.0,1.0,1.0
22850,185320,1.0,0.0,0.0,0.0,1.0
22851,190639,1.0,2.0,0.0,0.0,0.0
22852,190926,1.0,1.0,0.0,0.0,1.0
22853,165295,1.0,1.0,0.0,1.0,1.0
22854,193499,1.0,1.0,1.0,1.0,1.0
22855,167628,0.0,1.0,1.0,1.0,1.0
22856,161436,1.0,4.0,0.0,0.0,1.0
22857,167790,1.0,1.0,1.0,1.0,1.0
22858,184273,1.0,1.0,1.0,1.0,1.0
22859,185996,1.0,12.0,1.0,0.0,1.0
22860,174040,1.0,5.0,0.0,0.0,1.0
22861,194080,1.0,1.0,1.0,0.0,1.0
22862,190275,1.0,10.0,6.0,1.0,5.0
22863,157179,1.0,1.0,1.0,1.0,1.0
22864,169127,1.0,0.0,0.0,0.0,1.0
22865,172052,1.0,26.0,1.0,1.0,1.0
22866,206637,1.0,15.0,1.0,1.0,1.0
22867,170855,1.0,1.0,1.0,0.0,1.0
22868,167278,0.0,1.0,0.0,0.0,0.0
22869,176048,1.0,1.0,1.0,0.0,1.0
22870,188347,1.0,10.0,1.0,1.0,1.0
22871,195931,9.0,54.0,9.0,2.0,1.0
22872,200254,1.0,1.0,0.0,0.0,1.0
22873,196311,1.0,1.0,1.0,0.0,1.0
22874,201137,1.0,1.0,1.0,1.0,1.0
22875,161684,1.0,23.0,1.0,1.0,1.0
22876,165814,1.0,3.0,1.0,1.0,1.0
22877,201643,1.0,0.0,1.0,0.0,1.0
