,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers
552,171132,1.0,1.0,1.0,1.0,1.0
553,168884,1.0,12.0,0.0,1.0,1.0
554,181374,1.0,6.0,1.0,1.0,1.0
555,190272,1.0,1.0,1.0,1.0,1.0
556,163036,1.0,6.0,0.0,0.0,1.0
557,181976,1.0,1.0,1.0,1.0,1.0
558,209009,1.0,1.0,1.0,1.0,1.0
559,184557,1.0,5.0,0.0,0.0,1.0
560,173671,1.0,1.0,1.0,0.0,1.0
561,175844,1.0,1.0,1.0,1.0,1.0
562,166246,1.0,1.0,1.0,0.0,0.0
563,186255,1.0,1.0,0.0,1.0,1.0
564,210028,1.0,0.0,0.0,0.0,1.0
565,183571,1.0,1.0,1.0,1.0,1.0
566,195927,1.0,1.0,0.0,0.0,1.0
567,176109,1.0,1.0,1.0,1.0,1.0
568,158545,1.0,1.0,1.0,1.0,1.0
569,155711,1.0,9.0,1.0,1.0,4.0
570,199516,1.0,1.0,1.0,0.0,1.0
571,183292,1.0,40.0,4.0,0.0,1.0
572,200901,1.0,12.0,1.0,1.0,1.0
573,190922,1.0,30.0,1.0,0.0,1.0
574,156539,1.0,1.0,1.0,1.0,1.0
575,170545,0.0,0.0,0.0,0.0,0.0
576,168014,1.0,1.0,1.0,1.0,1.0
577,173922,1.0,0.0,1.0,0.0,1.0
578,170570,2.0,9.0,1.0,2.0,1.0
579,193829,1.0,0.0,1.0,1.0,1.0
580,177220,1.0,0.0,0.0,0.0,1.0
581,172779,1.0,1.0,1.0,1.0,1.0
582,164615,1.0,0.0,1.0,1.0,1.0
583,195069,1.0,6.0,0.0,0.0,1.0
584,194514,1.0,3.0,1.0,1.0,1.0
585,188247,1.0,4.0,0.0,0.0,0.0
586,169881,1.0,14.0,1.0,1.0,0.0
587,172841,1.0,0.0,0.0,0.0,1.0
588,173349,1.0,0.0,0.0,0.0,1.0
589,177252,1.0,7.0,0.0,0.0,0.0
590,165678,1.0,1.0,1.0,0.0,1.0
591,167551,1.0,1.0,1.0,0.0,1.0
592,172648,1.0,1.0,1.0,1.0,1.0
593,159351,1.0,1.0,1.0,1.0,1.0
594,196504,0.0,0.0,0.0,0.0,0.0
595,164329,1.0,1.0,1.0,1.0,1.0
596,183123,1.0,3.0,0.0,0.0,1.0
597,196187,0.0,0.0,0.0,0.0,0.0
598,167394,1.0,3.0,1.0,1.0,1.0
599,189939,1.0,1.0,1.0,1.0,1.0
600,174490,1.0,6.0,1.0,0.0,1.0
601,163469,1.0,1.0,2.0,1.0,1.0
602,165095,1.0,1.0,1.0,0.0,1.0
603,171729,1.0,4.0,1.0,0.0,1.0
604,204067,1.0,1.0,1.0,0.0,1.0
605,192146,1.0,1.0,1.0,1.0,1.0
606,209054,0.0,0.0,0.0,0.0,0.0
607,184331,1.0,1.0,0.0,0.0,1.0
608,172808,1.0,1.0,1.0,0.0,0.0
609,174337,1.0,1.0,1.0,0.0,1.0
610,198453,1.0,0.0,1.0,1.0,1.0
611,202077,1.0,1.0,1.0,0.0,1.0
612,163033,1.0,0.0,0.0,0.0,1.0
613,190623,1.0,5.0,1.0,0.0,1.0
614,195385,1.0,1.0,1.0,1.0,1.0
615,206065,1.0,1.0,1.0,0.0,1.0
616,161275,1.0,1.0,0.0,0.0,1.0
617,164390,1.0,1.0,1.0,0.0,1.0
618,194331,1.0,11.0,1.0,0.0,1.0
619,203746,1.0,1.0,1.0,0.0,1.0
620,204434,1.0,0.0,0.0,0.0,1.0
621,158458,1.0,1.0,0.0,0.0,1.0
622,188363,1.0,1.0,1.0,0.0,1.0
623,189059,1.0,1.0,1.0,1.0,1.0
624,175289,1.0,1.0,1.0,0.0,1.0
625,161478,1.0,1.0,0.0,0.0,0.0
626,186605,1.0,4.0,1.0,0.0,1.0
627,195107,1.0,1.0,1.0,1.0,1.0
628,199359,1.0,4.0,1.0,0.0,2.0
629,155085,1.0,1.0,1.0,0.0,1.0
630,168734,1.0,6.0,1.0,0.0,1.0
631,183170,1.0,1.0,1.0,1.0,1.0
632,169025,1.0,9.0,1.0,0.0,1.0
633,180640,3.0,72.0,4.0,1.0,2.0
634,166932,1.0,1.0,1.0,1.0,1.0
635,199531,1.0,1.0,1.0,0.0,1.0
636,158008,1.0,1.0,1.0,0.0,1.0
637,185615,1.0,41.0,1.0,1.0,1.0
638,183694,1.0,1.0,1.0,1.0,1.0
639,183093,1.0,7.0,1.0,0.0,1.0
640,169335,1.0,1.0,1.0,1.0,1.0
641,182170,1.0,1.0,0.0,0.0,1.0
642,201824,1.0,9.0,9.0,1.0,6.0
643,202211,1.0,1.0,1.0,0.0,1.0
644,177458,0.0,1.0,0.0,0.0,1.0
645,167931,1.0,1.0,1.0,1.0,1.0
646,190816,1.0,1.0,1.0,1.0,1.0
647,170303,1.0,0.0,0.0,0.0,1.0
648,163211,1.0,1.0,1.0,0.0,1.0
649,163348,1.0,0.0,1.0,1.0,1.0
650,204080,1.0,0.0,0.0,0.0,1.0
651,168541,1.0,1.0,1.0,0.0,1.0
652,202203,1.0,0.0,0.0,0.0,1.0
653,193560,1.0,1.0,1.0,1.0,1.0
654,186268,1.0,1.0,1.0,1.0,1.0
655,173063,1.0,1.0,1.0,0.0,1.0
656,196386,1.0,1.0,1.0,0.0,1.0
657,179696,1.0,9.0,1.0,1.0,1.0
658,205251,1.0,1.0,1.0,1.0,1.0
659,181578,1.0,0.0,0.0,1.0,0.0
660,201713,1.0,1.0,1.0,1.0,1.0
661,202537,1.0,1.0,1.0,1.0,1.0
662,168521,1.0,1.0,0.0,0.0,1.0
663,170617,0.0,0.0,0.0,0.0,0.0
664,165742,1.0,0.0,1.0,1.0,1.0
665,155179,1.0,1.0,1.0,0.0,1.0
666,197876,1.0,1.0,1.0,1.0,1.0
667,168109,1.0,0.0,0.0,0.0,1.0
668,180158,1.0,8.0,1.0,0.0,1.0
669,182520,1.0,1.0,1.0,0.0,1.0
670,201030,1.0,1.0,1.0,1.0,1.0
671,159375,1.0,1.0,1.0,0.0,1.0
672,194821,1.0,0.0,1.0,0.0,0.0
673,186193,1.0,1.0,1.0,1.0,1.0
674,163724,1.0,3.0,0.0,0.0,0.0
675,194766,1.0,1.0,0.0,0.0,1.0
676,205281,1.0,0.0,0.0,0.0,0.0
677,189704,1.0,1.0,1.0,1.0,1.0
678,170049,1.0,1.0,1.0,1.0,1.0
679,170177,1.0,1.0,1.0,1.0,1.0
680,200093,1.0,1.0,1.0,0.0,1.0
681,209900,1.0,1.0,1.0,0.0,1.0
682,205956,1.0,2.0,1.0,0.0,1.0
683,161317,1.0,0.0,1.0,1.0,1.0
684,179275,1.0,4.0,1.0,1.0,1.0
685,171462,1.0,5.0,0.0,0.0,1.0
686,196516,1.0,9.0,1.0,0.0,1.0
687,161720,1.0,1.0,1.0,0.0,1.0
688,188976,1.0,1.0,1.0,0.0,0.0
689,196238,1.0,8.0,1.0,0.0,1.0
690,180748,1.0,1.0,1.0,1.0,1.0
691,169718,1.0,1.0,1.0,1.0,1.0
692,164956,1.0,1.0,0.0,0.0,0.0
693,200714,1.0,1.0,0.0,0.0,1.0
694,205340,1.0,1.0,0.0,0.0,1.0
695,162466,0.0,0.0,0.0,0.0,0.0
696,167096,1.0,1.0,1.0,1.0,1.0
697,185455,1.0,4.0,1.0,1.0,1.0
698,187226,1.0,50.0,1.0,0.0,1.0
699,199821,1.0,1.0,1.0,1.0,1.0
700,165205,1.0,1.0,1.0,1.0,1.0
701,171200,1.0,1.0,1.0,1.0,1.0
702,199741,1.0,0.0,1.0,1.0,1.0
703,162090,1.0,3.0,1.0,1.0,1.0
704,171150,0.0,1.0,0.0,0.0,0.0
705,192147,1.0,1.0,1.0,0.0,1.0
706,183463,1.0,1.0,1.0,1.0,1.0
707,209343,1.0,1.0,1.0,1.0,1.0
708,190531,1.0,6.0,0.0,0.0,1.0
709,171765,1.0,1.0,1.0,1.0,1.0
710,179669,1.0,1.0,1.0,1.0,1.0
711,209383,1.0,1.0,1.0,1.0,1.0
712,195033,1.0,0.0,0.0,0.0,1.0
713,186148,1.0,0.0,0.0,0.0,1.0
714,183012,1.0,1.0,1.0,0.0,1.0
715,203920,1.0,0.0,0.0,0.0,1.0
716,179654,1.0,13.0,1.0,1.0,1.0
717,159823,3.0,18.0,2.0,1.0,1.0
718,192032,1.0,1.0,0.0,0.0,0.0
719,203177,1.0,0.0,0.0,0.0,1.0
720,164384,1.0,1.0,0.0,0.0,1.0
721,178822,1.0,1.0,0.0,0.0,1.0
722,163028,1.0,1.0,0.0,1.0,0.0
723,173032,1.0,0.0,0.0,0.0,0.0
724,171663,1.0,0.0,1.0,0.0,1.0
725,156209,1.0,1.0,1.0,0.0,0.0
726,190519,1.0,1.0,1.0,1.0,1.0
727,189506,1.0,0.0,1.0,0.0,1.0
728,207273,1.0,1.0,1.0,1.0,1.0
729,156372,1.0,1.0,1.0,1.0,0.0
730,179196,1.0,1.0,0.0,0.0,1.0
731,184096,1.0,0.0,1.0,0.0,1.0
732,191492,1.0,1.0,1.0,1.0,1.0
733,162271,1.0,1.0,1.0,0.0,1.0
734,201707,1.0,1.0,1.0,0.0,1.0
735,180560,1.0,1.0,0.0,0.0,1.0
736,193360,1.0,14.0,2.0,1.0,2.0
737,175286,1.0,1.0,1.0,1.0,1.0
738,188490,1.0,0.0,1.0,1.0,1.0
739,181890,1.0,9.0,5.0,1.0,9.0
740,186743,1.0,0.0,0.0,0.0,0.0
741,173039,1.0,4.0,1.0,0.0,1.0
742,170108,1.0,3.0,0.0,0.0,1.0
743,174002,1.0,0.0,0.0,0.0,0.0
744,177973,1.0,0.0,0.0,0.0,1.0
745,158305,1.0,1.0,1.0,1.0,1.0
746,163682,1.0,0.0,0.0,0.0,1.0
747,168486,6.0,37.0,1.0,2.0,9.0
748,156592,1.0,0.0,0.0,0.0,2.0
749,181206,1.0,1.0,0.0,0.0,0.0
750,192400,1.0,1.0,1.0,0.0,1.0
751,194269,1.0,1.0,0.0,0.0,1.0
752,197853,1.0,1.0,1.0,1.0,1.0
753,190245,1.0,1.0,1.0,0.0,1.0
754,171874,1.0,6.0,1.0,1.0,1.0
755,191601,1.0,1.0,1.0,1.0,5.0
756,169165,1.0,1.0,1.0,1.0,1.0
757,166761,1.0,2.0,0.0,1.0,1.0
758,177501,1.0,0.0,1.0,0.0,0.0
759,156308,1.0,4.0,1.0,0.0,1.0
760,187952,1.0,1.0,1.0,0.0,1.0
761,207065,1.0,1.0,1.0,1.0,1.0
762,163201,1.0,1.0,1.0,1.0,1.0
763,193492,1.0,1.0,1.0,1.0,1.0
764,180651,1.0,23.0,4.0,1.0,1.0
765,184592,1.0,4.0,1.0,0.0,1.0
766,192433,1.0,0.0,1.0,1.0,1.0
767,178318,1.0,1.0,1.0,0.0,1.0
768,184139,1.0,1.0,1.0,0.0,1.0
769,197199,1.0,1.0,1.0,0.0,1.0
770,173335,1.0,1.0,1.0,1.0,1.0
771,208942,1.0,1.0,0.0,0.0,1.0
772,171189,1.0,11.0,1.0,1.0,1.0
773,164155,1.0,0.0,1.0,1.0,1.0
774,203740,1.0,1.0,1.0,1.0,1.0
775,180600,1.0,14.0,1.0,1.0,1.0
776,203842,1.0,1.0,1.0,1.0,1.0
777,154753,1.0,1.0,1.0,0.0,1.0
778,175027,1.0,1.0,1.0,0.0,1.0
779,176579,1.0,3.0,0.0,0.0,0.0
780,194373,1.0,1.0,1.0,1.0,1.0
781,193776,1.0,1.0,1.0,0.0,1.0
782,190066,1.0,8.0,1.0,2.0,1.0
783,171978,1.0,4.0,1.0,1.0,1.0
784,186875,1.0,1.0,1.0,1.0,1.0
785,186434,1.0,1.0,1.0,0.0,1.0
786,161149,1.0,6.0,1.0,1.0,1.0
787,170142,1.0,44.0,1.0,1.0,1.0
788,169135,1.0,6.0,0.0,0.0,1.0
789,203995,1.0,0.0,0.0,0.0,1.0
790,185349,1.0,0.0,0.0,0.0,1.0
791,193838,1.0,1.0,1.0,1.0,1.0
792,176987,1.0,1.0,1.0,0.0,0.0
793,193453,1.0,0.0,1.0,1.0,1.0
794,175545,1.0,1.0,1.0,1.0,1.0
795,184650,1.0,1.0,1.0,1.0,1.0
796,186866,1.0,34.0,0.0,0.0,1.0
797,190402,1.0,0.0,1.0,0.0,0.0
798,195852,1.0,1.0,1.0,1.0,1.0
799,206508,1.0,74.0,4.0,0.0,2.0
800,181829,1.0,1.0,0.0,0.0,1.0
801,182755,1.0,1.0,1.0,1.0,1.0
802,188913,1.0,4.0,1.0,0.0,0.0
803,188960,2.0,84.0,8.0,1.0,3.0
804,157174,1.0,1.0,0.0,0.0,1.0
805,198727,1.0,0.0,1.0,0.0,1.0
806,174415,1.0,1.0,0.0,1.0,1.0
807,156736,1.0,0.0,1.0,1.0,1.0
808,182912,1.0,0.0,0.0,0.0,0.0
809,157608,1.0,1.0,1.0,1.0,1.0
810,175609,1.0,1.0,1.0,1.0,1.0
811,185057,1.0,0.0,0.0,0.0,0.0
812,170416,1.0,1.0,1.0,0.0,1.0
813,166337,1.0,10.0,1.0,0.0,1.0
814,163604,1.0,0.0,1.0,0.0,1.0
815,203498,0.0,3.0,0.0,0.0,0.0
816,182896,1.0,0.0,1.0,0.0,0.0
817,177732,1.0,5.0,1.0,1.0,1.0
818,159560,1.0,1.0,1.0,1.0,1.0
819,167839,1.0,0.0,0.0,0.0,0.0
820,206408,1.0,1.0,1.0,0.0,1.0
821,205167,1.0,0.0,1.0,1.0,1.0
822,184285,1.0,1.0,1.0,1.0,1.0
823,171989,1.0,0.0,0.0,0.0,0.0
824,186927,1.0,1.0,1.0,0.0,1.0
825,205082,1.0,19.0,1.0,1.0,1.0
826,161548,1.0,3.0,1.0,0.0,1.0
827,165182,1.0,1.0,1.0,0.0,1.0
828,165781,1.0,1.0,1.0,1.0,1.0
829,156675,1.0,1.0,1.0,1.0,1.0
830,187839,1.0,9.0,1.0,1.0,1.0
831,189661,1.0,0.0,1.0,0.0,1.0
832,171515,1.0,4.0,0.0,0.0,1.0
833,189333,1.0,1.0,1.0,0.0,1.0
834,171959,1.0,1.0,1.0,1.0,1.0
835,164205,1.0,1.0,1.0,0.0,1.0
836,197893,1.0,0.0,1.0,1.0,1.0
837,169716,1.0,1.0,0.0,0.0,0.0
838,174238,1.0,1.0,1.0,1.0,1.0
839,200614,1.0,6.0,1.0,0.0,1.0
840,174066,1.0,1.0,1.0,1.0,1.0
841,155392,1.0,1.0,1.0,1.0,1.0
842,179877,1.0,0.0,0.0,0.0,0.0
843,181074,1.0,1.0,1.0,0.0,1.0
844,185756,1.0,1.0,1.0,1.0,1.0
845,192520,1.0,1.0,1.0,0.0,1.0
846,206601,9.0,9.0,9.0,9.0,9.0
847,158419,0.0,0.0,0.0,0.0,0.0
848,171303,1.0,0.0,0.0,0.0,1.0
849,192650,1.0,15.0,1.0,1.0,1.0
850,165488,1.0,0.0,0.0,0.0,0.0
851,173580,1.0,6.0,1.0,0.0,1.0
852,188497,1.0,7.0,1.0,1.0,1.0
853,162539,1.0,0.0,0.0,0.0,0.0
854,157129,1.0,1.0,0.0,0.0,0.0
855,196770,1.0,0.0,0.0,0.0,1.0
856,198451,1.0,3.0,1.0,0.0,1.0
857,190188,1.0,1.0,1.0,0.0,1.0
858,200460,1.0,4.0,1.0,0.0,1.0
859,166080,1.0,1.0,1.0,1.0,1.0
860,181843,1.0,1.0,1.0,0.0,1.0
861,182626,1.0,1.0,1.0,1.0,1.0
862,173589,1.0,1.0,0.0,0.0,0.0
863,175485,1.0,1.0,1.0,0.0,1.0
864,193701,1.0,14.0,4.0,2.0,2.0
865,183125,1.0,1.0,1.0,0.0,1.0
866,197349,1.0,1.0,1.0,0.0,1.0
867,208426,1.0,0.0,1.0,0.0,1.0
868,165407,1.0,0.0,1.0,0.0,1.0
869,176960,1.0,1.0,0.0,0.0,1.0
870,178193,1.0,4.0,0.0,0.0,1.0
871,193191,0.0,0.0,0.0,0.0,0.0
872,179840,1.0,1.0,1.0,0.0,1.0
873,186932,1.0,1.0,1.0,1.0,1.0
874,167516,1.0,1.0,1.0,1.0,1.0
875,167715,1.0,3.0,1.0,0.0,1.0
876,178569,1.0,1.0,1.0,0.0,1.0
877,207491,1.0,6.0,1.0,1.0,1.0
878,201952,1.0,1.0,1.0,0.0,1.0
879,174312,1.0,5.0,1.0,0.0,2.0
880,187957,1.0,1.0,1.0,1.0,1.0
881,168229,1.0,1.0,0.0,0.0,1.0
882,173320,1.0,0.0,0.0,0.0,1.0
883,154381,1.0,1.0,1.0,0.0,1.0
884,193297,1.0,1.0,0.0,0.0,1.0
885,200440,1.0,0.0,1.0,0.0,1.0
886,177599,1.0,1.0,1.0,0.0,1.0
887,163789,1.0,1.0,1.0,1.0,1.0
888,200172,1.0,0.0,0.0,0.0,0.0
889,178074,1.0,1.0,1.0,1.0,1.0
890,158583,1.0,1.0,0.0,0.0,1.0
891,208890,1.0,7.0,0.0,1.0,1.0
892,170887,1.0,20.0,1.0,1.0,2.0
893,186366,0.0,0.0,0.0,0.0,0.0
894,174678,1.0,1.0,1.0,0.0,1.0
895,186755,1.0,1.0,1.0,0.0,1.0
896,202804,1.0,1.0,1.0,0.0,1.0
897,158440,1.0,0.0,1.0,0.0,1.0
898,160539,1.0,0.0,0.0,0.0,0.0
899,192346,1.0,6.0,1.0,1.0,2.0
900,199438,1.0,1.0,0.0,0.0,1.0
901,184073,1.0,1.0,1.0,1.0,1.0
902,181785,1.0,1.0,1.0,1.0,1.0
903,172916,1.0,1.0,1.0,0.0,0.0
904,199472,1.0,0.0,0.0,0.0,0.0
905,193512,1.0,0.0,1.0,1.0,1.0
906,203383,1.0,6.0,1.0,0.0,1.0
907,205409,1.0,5.0,3.0,1.0,3.0
908,209888,1.0,5.0,1.0,1.0,1.0
909,173168,1.0,7.0,2.0,0.0,1.0
910,191079,1.0,8.0,1.0,1.0,0.0
911,157065,1.0,7.0,1.0,1.0,1.0
912,188198,1.0,1.0,1.0,0.0,1.0
913,188547,1.0,1.0,1.0,0.0,1.0
914,201084,1.0,1.0,1.0,1.0,1.0
915,188474,1.0,1.0,1.0,1.0,1.0
916,165808,1.0,6.0,1.0,1.0,0.0
917,157648,1.0,4.0,1.0,1.0,4.0
918,176742,1.0,1.0,1.0,1.0,1.0
919,171377,1.0,12.0,1.0,1.0,1.0
920,164923,1.0,7.0,0.0,0.0,2.0
921,165774,1.0,0.0,0.0,0.0,1.0
922,189466,1.0,1.0,1.0,1.0,1.0
923,173012,1.0,0.0,1.0,0.0,1.0
924,179344,1.0,1.0,1.0,1.0,1.0
925,167755,0.0,0.0,0.0,0.0,0.0
926,184955,1.0,8.0,1.0,0.0,0.0
927,194133,1.0,1.0,1.0,1.0,1.0
928,180249,1.0,69.0,1.0,1.0,1.0
929,175000,1.0,0.0,1.0,0.0,0.0
930,191600,1.0,1.0,1.0,1.0,1.0
931,179618,0.0,0.0,0.0,0.0,0.0
932,178811,1.0,30.0,0.0,0.0,1.0
933,172917,1.0,1.0,1.0,0.0,1.0
934,199527,1.0,0.0,0.0,0.0,1.0
935,160532,1.0,1.0,1.0,0.0,1.0
936,177085,1.0,20.0,0.0,0.0,1.0
937,165948,1.0,1.0,0.0,0.0,1.0
938,178839,1.0,1.0,1.0,1.0,1.0
939,188054,1.0,62.0,1.0,1.0,1.0
940,157207,1.0,9.0,1.0,1.0,1.0
941,177006,1.0,1.0,1.0,1.0,1.0
942,171135,1.0,1.0,1.0,0.0,1.0
943,206348,1.0,1.0,1.0,0.0,1.0
944,167970,1.0,1.0,0.0,0.0,0.0
945,177235,1.0,1.0,1.0,1.0,1.0
946,208770,1.0,1.0,1.0,0.0,1.0
947,193118,1.0,1.0,1.0,0.0,1.0
948,208698,1.0,1.0,1.0,1.0,1.0
949,207860,1.0,1.0,1.0,1.0,1.0
950,181082,1.0,0.0,0.0,0.0,1.0
951,154944,1.0,1.0,1.0,0.0,1.0
952,205747,1.0,0.0,0.0,0.0,1.0
953,189774,1.0,1.0,1.0,1.0,1.0
954,173910,1.0,98.0,2.0,1.0,1.0
955,198497,1.0,1.0,1.0,0.0,0.0
956,182461,1.0,1.0,1.0,1.0,1.0
957,176139,1.0,8.0,1.0,1.0,4.0
958,203683,1.0,3.0,2.0,0.0,1.0
959,157128,1.0,42.0,1.0,1.0,1.0
960,178417,1.0,1.0,1.0,0.0,1.0
961,192972,1.0,1.0,1.0,1.0,1.0
962,162431,1.0,1.0,1.0,1.0,1.0
963,174127,1.0,0.0,0.0,0.0,1.0
964,164146,1.0,55.0,1.0,1.0,1.0
965,181992,1.0,14.0,1.0,0.0,3.0
966,207738,1.0,1.0,1.0,1.0,1.0
967,159927,1.0,1.0,1.0,0.0,0.0
968,167057,1.0,1.0,1.0,1.0,1.0
969,185452,1.0,41.0,1.0,1.0,1.0
970,206203,1.0,1.0,1.0,1.0,1.0
971,203070,1.0,1.0,1.0,0.0,1.0
972,164790,1.0,1.0,1.0,0.0,1.0
973,191970,1.0,0.0,0.0,0.0,1.0
974,184127,1.0,1.0,1.0,1.0,4.0
975,166032,1.0,5.0,1.0,1.0,1.0
976,170787,1.0,1.0,1.0,1.0,1.0
977,176280,1.0,1.0,1.0,0.0,1.0
978,205726,1.0,1.0,1.0,1.0,1.0
979,157827,1.0,1.0,1.0,0.0,1.0
980,178571,1.0,0.0,1.0,0.0,0.0
981,182735,1.0,7.0,2.0,1.0,5.0
982,171616,1.0,0.0,1.0,0.0,1.0
983,200642,1.0,1.0,1.0,1.0,1.0
984,158082,1.0,13.0,1.0,0.0,1.0
985,193642,1.0,0.0,1.0,0.0,1.0
986,157114,1.0,1.0,1.0,1.0,1.0
987,208479,1.0,1.0,1.0,1.0,1.0
988,155055,1.0,0.0,1.0,1.0,1.0
989,160452,1.0,0.0,0.0,0.0,0.0
990,158590,1.0,0.0,1.0,1.0,1.0
991,172884,1.0,4.0,1.0,0.0,1.0
992,201401,1.0,1.0,1.0,1.0,1.0
993,159148,1.0,1.0,1.0,1.0,1.0
994,177089,1.0,1.0,0.0,0.0,1.0
995,164602,1.0,0.0,0.0,0.0,0.0
996,198643,1.0,1.0,1.0,1.0,1.0
997,163821,1.0,0.0,1.0,0.0,0.0
998,172586,1.0,7.0,1.0,1.0,1.0
999,163546,1.0,1.0,1.0,1.0,1.0
1000,173098,2.0,15.0,1.0,0.0,2.0
1001,167308,1.0,1.0,1.0,1.0,1.0
1002,179382,1.0,7.0,1.0,0.0,4.0
1003,167271,1.0,0.0,0.0,0.0,0.0
1004,175938,0.0,0.0,0.0,0.0,0.0
1005,200955,1.0,1.0,0.0,0.0,1.0
1006,162689,1.0,1.0,1.0,0.0,0.0
1007,185018,1.0,3.0,0.0,0.0,1.0
1008,209779,1.0,1.0,1.0,1.0,1.0
1009,174348,1.0,1.0,1.0,1.0,1.0
1010,168004,1.0,1.0,1.0,0.0,1.0
1011,157630,1.0,0.0,1.0,0.0,1.0
1012,180084,1.0,0.0,1.0,1.0,1.0
1013,203976,0.0,0.0,0.0,0.0,0.0
1014,198586,1.0,7.0,1.0,0.0,1.0
1015,203843,1.0,4.0,1.0,0.0,1.0
1016,159017,1.0,1.0,0.0,0.0,1.0
1017,207916,1.0,0.0,0.0,0.0,0.0
1018,200697,1.0,1.0,1.0,0.0,1.0
1019,197147,1.0,1.0,1.0,1.0,1.0
1020,196433,1.0,1.0,1.0,0.0,1.0
1021,204841,1.0,0.0,0.0,0.0,0.0
1022,196063,1.0,1.0,1.0,0.0,1.0
1023,166513,1.0,1.0,1.0,0.0,1.0
1024,165173,1.0,0.0,0.0,0.0,0.0
1025,190506,1.0,1.0,1.0,1.0,1.0
1026,191026,1.0,1.0,1.0,1.0,1.0
1027,199824,1.0,0.0,0.0,0.0,0.0
1028,209650,1.0,1.0,1.0,1.0,1.0
1029,195464,1.0,1.0,1.0,1.0,1.0
1030,201629,1.0,1.0,1.0,0.0,1.0
1031,209318,1.0,1.0,0.0,0.0,1.0
1032,171847,1.0,1.0,1.0,0.0,1.0
1033,190232,1.0,1.0,1.0,1.0,1.0
1034,168230,3.0,28.0,1.0,1.0,1.0
1035,205462,1.0,1.0,1.0,0.0,1.0
1036,166467,1.0,1.0,1.0,1.0,1.0
1037,205613,1.0,1.0,1.0,0.0,1.0
1038,172016,1.0,1.0,1.0,0.0,1.0
1039,160092,1.0,0.0,0.0,1.0,1.0
1040,181479,1.0,3.0,1.0,1.0,1.0
1041,202388,1.0,1.0,0.0,0.0,1.0
1042,193349,1.0,1.0,1.0,0.0,1.0
1043,199082,1.0,1.0,1.0,0.0,1.0
1044,206332,1.0,9.0,1.0,1.0,1.0
1045,196074,1.0,1.0,1.0,1.0,1.0
1046,193712,1.0,1.0,1.0,1.0,1.0
1047,157864,0.0,0.0,0.0,0.0,0.0
1048,166735,1.0,0.0,0.0,0.0,0.0
1049,184799,1.0,4.0,1.0,0.0,1.0
1050,181937,1.0,1.0,1.0,0.0,1.0
1051,192058,1.0,2.0,1.0,0.0,1.0
1052,164518,1.0,50.0,1.0,0.0,1.0
1053,193573,1.0,1.0,1.0,0.0,1.0
1054,194771,1.0,14.0,1.0,1.0,3.0
1055,204656,1.0,4.0,1.0,1.0,1.0
1056,171090,1.0,6.0,1.0,0.0,1.0
1057,209893,1.0,1.0,0.0,0.0,1.0
1058,204003,1.0,0.0,0.0,0.0,0.0
1059,199566,1.0,1.0,1.0,1.0,1.0
1060,178520,1.0,1.0,0.0,0.0,1.0
1061,190351,1.0,0.0,0.0,0.0,1.0
1062,167443,1.0,1.0,1.0,0.0,1.0
1063,174060,1.0,1.0,1.0,1.0,1.0
1064,174561,1.0,1.0,1.0,1.0,0.0
1065,166626,1.0,1.0,0.0,0.0,0.0
1066,182345,1.0,6.0,1.0,0.0,1.0
1067,188026,1.0,1.0,0.0,1.0,1.0
1068,177547,1.0,5.0,0.0,0.0,0.0
1069,181273,1.0,1.0,1.0,1.0,1.0
1070,175583,1.0,2.0,1.0,1.0,1.0
1071,185847,1.0,3.0,1.0,1.0,0.0
1072,206695,1.0,1.0,1.0,1.0,1.0
1073,159793,1.0,1.0,0.0,1.0,1.0
1074,182060,1.0,1.0,1.0,0.0,1.0
1075,202187,1.0,1.0,0.0,0.0,1.0
1076,196149,1.0,1.0,1.0,0.0,1.0
1077,174467,1.0,1.0,1.0,0.0,1.0
1078,209447,1.0,1.0,1.0,1.0,1.0
1079,195484,1.0,1.0,1.0,0.0,1.0
1080,196222,1.0,0.0,0.0,0.0,0.0
1081,186918,1.0,1.0,1.0,1.0,1.0
1082,209627,1.0,1.0,1.0,1.0,1.0
1083,182582,1.0,12.0,1.0,1.0,1.0
1084,197581,1.0,1.0,1.0,1.0,1.0
1085,179486,1.0,1.0,1.0,1.0,1.0
1086,186020,1.0,0.0,1.0,0.0,1.0
1087,172154,1.0,1.0,1.0,0.0,1.0
1088,174232,1.0,4.0,1.0,0.0,1.0
1089,170374,1.0,1.0,1.0,1.0,1.0
1090,199570,1.0,6.0,1.0,1.0,1.0
1091,201047,1.0,1.0,0.0,0.0,1.0
1092,180804,1.0,1.0,1.0,1.0,1.0
1093,176262,1.0,2.0,1.0,0.0,2.0
1094,184359,1.0,1.0,1.0,1.0,1.0
1095,182235,1.0,4.0,0.0,0.0,0.0
1096,209732,1.0,1.0,1.0,0.0,1.0
1097,161882,1.0,1.0,1.0,1.0,1.0
1098,204727,1.0,0.0,0.0,0.0,0.0
1099,208347,1.0,15.0,1.0,2.0,1.0
1100,206298,1.0,0.0,1.0,0.0,1.0
1101,167338,1.0,0.0,1.0,0.0,1.0
1102,197381,1.0,1.0,1.0,1.0,1.0
1103,167465,1.0,39.0,1.0,1.0,1.0
1104,191401,1.0,1.0,0.0,0.0,0.0
